game_id,Team,Time
d7aeea0e-6206-418a-ad84-743a6fe94db1,bKills,9.181
d7aeea0e-6206-418a-ad84-743a6fe94db1,bKills,9.303
96ae285e-f460-4513-bd85-1714842aee29,bKills,7.627000000000002
96ae285e-f460-4513-bd85-1714842aee29,bKills,8.637
96ae285e-f460-4513-bd85-1714842aee29,rKills,4.752
96ae285e-f460-4513-bd85-1714842aee29,rKills,5.408
96ae285e-f460-4513-bd85-1714842aee29,rKills,6.527
96ae285e-f460-4513-bd85-1714842aee29,rKills,8.654
76153505-abc9-4340-8c3d-b6d65b856456,bKills,5.05
76153505-abc9-4340-8c3d-b6d65b856456,bKills,7.785
76153505-abc9-4340-8c3d-b6d65b856456,rKills,5.01
76153505-abc9-4340-8c3d-b6d65b856456,rKills,10.745
c2802a95-a3a4-405e-8a08-ef264c8da885,bKills,7.712999999999999
c2802a95-a3a4-405e-8a08-ef264c8da885,bKills,10.16
4bde8865-c00e-48e9-8907-3f090355553a,bKills,1.895
e6c7c1ee-3213-4ba3-ad1f-6f21cbb64184,bKills,6.559
e6c7c1ee-3213-4ba3-ad1f-6f21cbb64184,bKills,7.897
e6c7c1ee-3213-4ba3-ad1f-6f21cbb64184,rKills,6.555
e6c7c1ee-3213-4ba3-ad1f-6f21cbb64184,rKills,9.15
e6c7c1ee-3213-4ba3-ad1f-6f21cbb64184,rKills,9.571
e768a289-0876-4527-8afc-8b87393e7163,bKills,7.532
176e6ac0-9632-42de-8891-2269b7831698,bKills,8.654
176e6ac0-9632-42de-8891-2269b7831698,rKills,5.158
176e6ac0-9632-42de-8891-2269b7831698,rKills,5.207999999999998
035369f4-4c29-452d-9fa8-88f5e7947a7a,bKills,4.127
035369f4-4c29-452d-9fa8-88f5e7947a7a,rKills,4.07
035369f4-4c29-452d-9fa8-88f5e7947a7a,rKills,4.244
63ef9adf-e023-4599-a2fd-eb85a036ec7f,bKills,4.057
63ef9adf-e023-4599-a2fd-eb85a036ec7f,bKills,7.892
63ef9adf-e023-4599-a2fd-eb85a036ec7f,bKills,9.619
63ef9adf-e023-4599-a2fd-eb85a036ec7f,bKills,9.806
63ef9adf-e023-4599-a2fd-eb85a036ec7f,rKills,6.276
63ef9adf-e023-4599-a2fd-eb85a036ec7f,rKills,9.605
63ef9adf-e023-4599-a2fd-eb85a036ec7f,rKills,9.664
ce6c7737-81ac-40fb-bf04-89a16ab75391,rKills,8.642999999999999
ada5b8be-0e13-4bfb-956a-5ca6bef7961c,bKills,5.2029999999999985
ada5b8be-0e13-4bfb-956a-5ca6bef7961c,rKills,1.49
ada5b8be-0e13-4bfb-956a-5ca6bef7961c,rKills,1.6
ada5b8be-0e13-4bfb-956a-5ca6bef7961c,rKills,5.238
ada5b8be-0e13-4bfb-956a-5ca6bef7961c,rKills,5.29
ada5b8be-0e13-4bfb-956a-5ca6bef7961c,rKills,5.417000000000002
ada5b8be-0e13-4bfb-956a-5ca6bef7961c,rKills,9.079
046084d2-1959-4459-8b47-61a87324a4a5,bKills,2.622
046084d2-1959-4459-8b47-61a87324a4a5,bKills,4.99
046084d2-1959-4459-8b47-61a87324a4a5,bKills,5.9929999999999986
046084d2-1959-4459-8b47-61a87324a4a5,bKills,7.691
046084d2-1959-4459-8b47-61a87324a4a5,rKills,3.057
046084d2-1959-4459-8b47-61a87324a4a5,rKills,4.558
046084d2-1959-4459-8b47-61a87324a4a5,rKills,4.994
046084d2-1959-4459-8b47-61a87324a4a5,rKills,5.247999999999998
046084d2-1959-4459-8b47-61a87324a4a5,rKills,7.692
046084d2-1959-4459-8b47-61a87324a4a5,rKills,9.862
046084d2-1959-4459-8b47-61a87324a4a5,rKills,9.949
046084d2-1959-4459-8b47-61a87324a4a5,rKills,10.0
eb9da2fd-10b6-4980-a9c1-03480392147b,bKills,9.902
eb9da2fd-10b6-4980-a9c1-03480392147b,rKills,5.567
eb9da2fd-10b6-4980-a9c1-03480392147b,rKills,8.841000000000003
f5f4a4ed-54bb-430b-91c0-4e2cba34c61a,bKills,1.694
f5f4a4ed-54bb-430b-91c0-4e2cba34c61a,bKills,8.456
f5f4a4ed-54bb-430b-91c0-4e2cba34c61a,bKills,10.215
603b16f3-de5c-4a01-9014-da74fda19426,bKills,3.955
603b16f3-de5c-4a01-9014-da74fda19426,bKills,8.965
603b16f3-de5c-4a01-9014-da74fda19426,rKills,4.046
603b16f3-de5c-4a01-9014-da74fda19426,rKills,4.182
603b16f3-de5c-4a01-9014-da74fda19426,rKills,6.419
603b16f3-de5c-4a01-9014-da74fda19426,rKills,8.85
603b16f3-de5c-4a01-9014-da74fda19426,rKills,8.95
603b16f3-de5c-4a01-9014-da74fda19426,rKills,9.173
603b16f3-de5c-4a01-9014-da74fda19426,rKills,9.772
603b16f3-de5c-4a01-9014-da74fda19426,rKills,9.794
0b45e19b-50a2-41ab-95f3-6e73d031ba4c,bKills,7.729
0b45e19b-50a2-41ab-95f3-6e73d031ba4c,rKills,8.554
616b0c14-e051-4d10-8fd0-30420199a4bc,bKills,10.011
d792cdb7-79c0-45d2-b2f1-601246b03a9e,bKills,7.808
1b88dcdb-4123-448e-a558-81f214f1792b,bKills,10.833
1b88dcdb-4123-448e-a558-81f214f1792b,rKills,6.765
f643f098-0eb6-469d-beb4-992785a4efbc,bKills,3.3960000000000004
f643f098-0eb6-469d-beb4-992785a4efbc,bKills,5.455
f643f098-0eb6-469d-beb4-992785a4efbc,bKills,5.457999999999998
f643f098-0eb6-469d-beb4-992785a4efbc,bKills,6.922999999999999
f643f098-0eb6-469d-beb4-992785a4efbc,bKills,8.857000000000003
f643f098-0eb6-469d-beb4-992785a4efbc,bKills,10.282
f643f098-0eb6-469d-beb4-992785a4efbc,rKills,4.55
f643f098-0eb6-469d-beb4-992785a4efbc,rKills,5.365
f643f098-0eb6-469d-beb4-992785a4efbc,rKills,5.563
f643f098-0eb6-469d-beb4-992785a4efbc,rKills,7.496
f643f098-0eb6-469d-beb4-992785a4efbc,rKills,8.065
f643f098-0eb6-469d-beb4-992785a4efbc,rKills,8.837
f643f098-0eb6-469d-beb4-992785a4efbc,rKills,10.749
f643f098-0eb6-469d-beb4-992785a4efbc,rKills,10.82
1fcd7bf3-e853-4fad-95d6-3fdd1935fdbb,bKills,6.392
1fcd7bf3-e853-4fad-95d6-3fdd1935fdbb,bKills,6.6389999999999985
1fcd7bf3-e853-4fad-95d6-3fdd1935fdbb,bKills,9.836
1fcd7bf3-e853-4fad-95d6-3fdd1935fdbb,rKills,6.593
9b178d7f-03ca-485e-8edd-a62c6d5e8d6d,rKills,5.5070000000000014
9b178d7f-03ca-485e-8edd-a62c6d5e8d6d,rKills,8.012
9b178d7f-03ca-485e-8edd-a62c6d5e8d6d,rKills,8.924
9b178d7f-03ca-485e-8edd-a62c6d5e8d6d,rKills,8.937999999999997
9b178d7f-03ca-485e-8edd-a62c6d5e8d6d,rKills,9.242
d004378e-74ee-416e-9bac-3dab724d2b0e,bKills,1.379
d004378e-74ee-416e-9bac-3dab724d2b0e,bKills,6.57
d004378e-74ee-416e-9bac-3dab724d2b0e,bKills,10.862
9cd08aa5-880e-4a31-b338-7e0b981ee6fb,bKills,5.414
9cd08aa5-880e-4a31-b338-7e0b981ee6fb,bKills,5.671
9cd08aa5-880e-4a31-b338-7e0b981ee6fb,bKills,6.8439999999999985
9cd08aa5-880e-4a31-b338-7e0b981ee6fb,bKills,6.988
9cd08aa5-880e-4a31-b338-7e0b981ee6fb,rKills,5.681
e038da89-6c77-4502-bc79-6276d02d0b8a,rKills,6.09
5e7e9657-007f-49e3-adbc-c90fa52cb5eb,bKills,4.671
5e7e9657-007f-49e3-adbc-c90fa52cb5eb,bKills,7.7189999999999985
5e7e9657-007f-49e3-adbc-c90fa52cb5eb,bKills,7.722
5e7e9657-007f-49e3-adbc-c90fa52cb5eb,bKills,10.527
5e7e9657-007f-49e3-adbc-c90fa52cb5eb,bKills,10.66
5e7e9657-007f-49e3-adbc-c90fa52cb5eb,bKills,10.705
5e7e9657-007f-49e3-adbc-c90fa52cb5eb,rKills,5.994
5e7e9657-007f-49e3-adbc-c90fa52cb5eb,rKills,9.17
53bc3e40-3fe0-4151-93ff-a18005fb5682,bKills,2.117
53bc3e40-3fe0-4151-93ff-a18005fb5682,bKills,6.352
53bc3e40-3fe0-4151-93ff-a18005fb5682,bKills,6.43
53bc3e40-3fe0-4151-93ff-a18005fb5682,bKills,8.02
53bc3e40-3fe0-4151-93ff-a18005fb5682,bKills,10.304
53bc3e40-3fe0-4151-93ff-a18005fb5682,bKills,10.722
fcc7cb6d-3317-47e8-a637-23e23f8e40df,bKills,5.7360000000000015
fcc7cb6d-3317-47e8-a637-23e23f8e40df,bKills,5.899
fcc7cb6d-3317-47e8-a637-23e23f8e40df,rKills,5.707999999999998
fcc7cb6d-3317-47e8-a637-23e23f8e40df,rKills,9.529
e4110e70-70af-43e7-9f00-406b2d2f4245,bKills,7.155
e4110e70-70af-43e7-9f00-406b2d2f4245,bKills,9.408
e4110e70-70af-43e7-9f00-406b2d2f4245,bKills,10.288
e4110e70-70af-43e7-9f00-406b2d2f4245,bKills,10.405
d74665f5-1238-4fd0-b411-501c79931a4b,bKills,6.526
d74665f5-1238-4fd0-b411-501c79931a4b,bKills,7.506
d74665f5-1238-4fd0-b411-501c79931a4b,bKills,7.633999999999999
d74665f5-1238-4fd0-b411-501c79931a4b,rKills,6.609
d74665f5-1238-4fd0-b411-501c79931a4b,rKills,7.522
d74665f5-1238-4fd0-b411-501c79931a4b,rKills,8.47
077a83ca-69ec-44da-9f2c-7fd3cb6df7ed,bKills,5.843
077a83ca-69ec-44da-9f2c-7fd3cb6df7ed,rKills,3.036
077a83ca-69ec-44da-9f2c-7fd3cb6df7ed,rKills,6.18
afb85ed6-746c-4b56-843c-0287375f4b18,bKills,10.633
53aee1a1-97cf-41a8-88d2-479f18bc1375,bKills,9.361
53aee1a1-97cf-41a8-88d2-479f18bc1375,bKills,10.614
53aee1a1-97cf-41a8-88d2-479f18bc1375,rKills,9.531
53aee1a1-97cf-41a8-88d2-479f18bc1375,rKills,9.844
bc9de32f-849a-444b-8d96-41d63d34e99d,rKills,10.708
12f7dd6a-65d6-4446-9b7a-5b22b6295a54,rKills,7.4129999999999985
12f7dd6a-65d6-4446-9b7a-5b22b6295a54,rKills,9.416
3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e,bKills,7.627000000000002
3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e,bKills,8.574
3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e,bKills,8.822000000000003
3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e,bKills,9.483
3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e,rKills,4.82
3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e,rKills,5.2860000000000005
3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e,rKills,7.567
f5a90acf-574d-4cfd-ab83-74f0752f6d1d,bKills,3.55
f5a90acf-574d-4cfd-ab83-74f0752f6d1d,bKills,3.645
f5a90acf-574d-4cfd-ab83-74f0752f6d1d,bKills,3.759
f5a90acf-574d-4cfd-ab83-74f0752f6d1d,bKills,6.011
f5a90acf-574d-4cfd-ab83-74f0752f6d1d,bKills,10.959
f5a90acf-574d-4cfd-ab83-74f0752f6d1d,rKills,3.594
f5a90acf-574d-4cfd-ab83-74f0752f6d1d,rKills,7.434
9a0fe477-3783-41c7-a9fe-7092da786f98,bKills,4.737
9a0fe477-3783-41c7-a9fe-7092da786f98,bKills,5.728
9a0fe477-3783-41c7-a9fe-7092da786f98,bKills,5.797999999999999
9a0fe477-3783-41c7-a9fe-7092da786f98,bKills,10.913
9a0fe477-3783-41c7-a9fe-7092da786f98,rKills,10.937
e421f3fe-0614-4c70-8e14-915efd04bd9d,bKills,3.043
e421f3fe-0614-4c70-8e14-915efd04bd9d,rKills,3.832
c3babf07-5479-406a-83f7-67bdee6b1261,rKills,7.484
e49fcd0a-ac3e-444c-815e-5fe1c6f50a7d,bKills,5.566
e49fcd0a-ac3e-444c-815e-5fe1c6f50a7d,bKills,7.22
e49fcd0a-ac3e-444c-815e-5fe1c6f50a7d,bKills,9.827
e49fcd0a-ac3e-444c-815e-5fe1c6f50a7d,rKills,9.89
5b8d7ed8-c1eb-4a2b-9330-269458b70f6b,bKills,4.867
5b8d7ed8-c1eb-4a2b-9330-269458b70f6b,rKills,4.805
5b8d7ed8-c1eb-4a2b-9330-269458b70f6b,rKills,4.938
5b8d7ed8-c1eb-4a2b-9330-269458b70f6b,rKills,8.709
5b8d7ed8-c1eb-4a2b-9330-269458b70f6b,rKills,10.442
97b066d3-1248-4d43-b245-a5a8b7100029,bKills,3.827
97b066d3-1248-4d43-b245-a5a8b7100029,bKills,6.33
97b066d3-1248-4d43-b245-a5a8b7100029,bKills,8.435
97b066d3-1248-4d43-b245-a5a8b7100029,bKills,9.591
97b066d3-1248-4d43-b245-a5a8b7100029,bKills,10.902
97b066d3-1248-4d43-b245-a5a8b7100029,rKills,7.2360000000000015
97b066d3-1248-4d43-b245-a5a8b7100029,rKills,8.443
97b066d3-1248-4d43-b245-a5a8b7100029,rKills,9.903
97b066d3-1248-4d43-b245-a5a8b7100029,rKills,9.921
d1264446-5de8-4fd5-a2af-d726c6a79731,bKills,7.655
d1264446-5de8-4fd5-a2af-d726c6a79731,rKills,8.994
8808cafd-3089-4b2b-9237-89d376e730b4,bKills,5.672999999999999
8808cafd-3089-4b2b-9237-89d376e730b4,bKills,10.047
8808cafd-3089-4b2b-9237-89d376e730b4,bKills,10.255999999999998
1edcba57-5186-4d8f-9062-3707d414fba9,bKills,9.34
c6496a21-1c92-444d-bbe1-9df61b324b0f,rKills,4.262
00afe259-b6ea-4d83-9265-2f0452903a42,bKills,6.506
00afe259-b6ea-4d83-9265-2f0452903a42,bKills,6.568
00afe259-b6ea-4d83-9265-2f0452903a42,rKills,6.449
00afe259-b6ea-4d83-9265-2f0452903a42,rKills,6.516
182fef33-6418-4782-b2ef-4607832b16ab,bKills,4.035
182fef33-6418-4782-b2ef-4607832b16ab,bKills,4.126
182fef33-6418-4782-b2ef-4607832b16ab,bKills,10.231
182fef33-6418-4782-b2ef-4607832b16ab,bKills,10.342
182fef33-6418-4782-b2ef-4607832b16ab,rKills,4.013
6c8c20cc-7e14-4923-b469-22e1ff02dfb5,bKills,5.0360000000000005
6c8c20cc-7e14-4923-b469-22e1ff02dfb5,bKills,7.255
6c8c20cc-7e14-4923-b469-22e1ff02dfb5,bKills,7.7189999999999985
6c8c20cc-7e14-4923-b469-22e1ff02dfb5,rKills,3.587
6c8c20cc-7e14-4923-b469-22e1ff02dfb5,rKills,7.268
7b7b5174-8645-4d2e-9fa9-c96a75927916,bKills,4.688
7b7b5174-8645-4d2e-9fa9-c96a75927916,bKills,7.127000000000002
7b7b5174-8645-4d2e-9fa9-c96a75927916,bKills,9.324
7b7b5174-8645-4d2e-9fa9-c96a75927916,bKills,10.503
7b7b5174-8645-4d2e-9fa9-c96a75927916,rKills,5.085
7b7b5174-8645-4d2e-9fa9-c96a75927916,rKills,5.415
0a8762e8-7bd3-42e1-8b45-9bcb1bc7d4c2,rKills,10.735
5802d014-a7ea-40ab-9d30-8e7b6c01912e,bKills,7.274
5802d014-a7ea-40ab-9d30-8e7b6c01912e,rKills,4.548
5802d014-a7ea-40ab-9d30-8e7b6c01912e,rKills,7.513
5802d014-a7ea-40ab-9d30-8e7b6c01912e,rKills,10.698
267bca03-d07e-4367-8360-92eb80c69e84,bKills,5.17
267bca03-d07e-4367-8360-92eb80c69e84,bKills,10.401
267bca03-d07e-4367-8360-92eb80c69e84,rKills,8.627
267bca03-d07e-4367-8360-92eb80c69e84,rKills,8.799
267bca03-d07e-4367-8360-92eb80c69e84,rKills,8.907
76a41b81-d49c-4898-9be8-e72b9322e4d7,bKills,7.481
76a41b81-d49c-4898-9be8-e72b9322e4d7,bKills,8.173
76a41b81-d49c-4898-9be8-e72b9322e4d7,bKills,8.275
76a41b81-d49c-4898-9be8-e72b9322e4d7,rKills,10.53
76a41b81-d49c-4898-9be8-e72b9322e4d7,rKills,10.56
1e720d01-ba29-4475-bf15-aaa87c2b532b,bKills,7.314
1e720d01-ba29-4475-bf15-aaa87c2b532b,bKills,7.601
1e720d01-ba29-4475-bf15-aaa87c2b532b,rKills,7.3039999999999985
1e720d01-ba29-4475-bf15-aaa87c2b532b,rKills,7.447
1e720d01-ba29-4475-bf15-aaa87c2b532b,rKills,7.478
1e720d01-ba29-4475-bf15-aaa87c2b532b,rKills,9.771
1902b208-fc76-44e8-91ee-9a30f2e21b22,bKills,0.95
4066d8e1-8aee-4072-abb4-81cfba15cd56,bKills,9.607
4066d8e1-8aee-4072-abb4-81cfba15cd56,rKills,2.734
4066d8e1-8aee-4072-abb4-81cfba15cd56,rKills,3.455
4066d8e1-8aee-4072-abb4-81cfba15cd56,rKills,5.59
4066d8e1-8aee-4072-abb4-81cfba15cd56,rKills,7.147
caa51d8d-3b39-434e-821a-e2c9769051de,bKills,4.51
caa51d8d-3b39-434e-821a-e2c9769051de,bKills,7.347
caa51d8d-3b39-434e-821a-e2c9769051de,bKills,8.102
caa51d8d-3b39-434e-821a-e2c9769051de,bKills,10.53
caa51d8d-3b39-434e-821a-e2c9769051de,rKills,6.142
caa51d8d-3b39-434e-821a-e2c9769051de,rKills,8.958
39e2da61-4ac9-4621-99a5-70013eb07ea1,rKills,1.753
39e2da61-4ac9-4621-99a5-70013eb07ea1,rKills,10.343
0d817656-3d04-4306-8a05-63b0f1b8dda5,bKills,3.467
0d817656-3d04-4306-8a05-63b0f1b8dda5,bKills,8.61
0d817656-3d04-4306-8a05-63b0f1b8dda5,rKills,4.6110000000000015
0d817656-3d04-4306-8a05-63b0f1b8dda5,rKills,10.127
40114982-61bc-4301-bbe0-0583288d18e6,bKills,3.716
40114982-61bc-4301-bbe0-0583288d18e6,bKills,7.357
40114982-61bc-4301-bbe0-0583288d18e6,bKills,8.701
40114982-61bc-4301-bbe0-0583288d18e6,rKills,8.772
40114982-61bc-4301-bbe0-0583288d18e6,rKills,9.177
40114982-61bc-4301-bbe0-0583288d18e6,rKills,9.236
29fb295a-7ffa-4a21-8a87-02990e590c2a,bKills,4.04
29fb295a-7ffa-4a21-8a87-02990e590c2a,rKills,2.488
29fb295a-7ffa-4a21-8a87-02990e590c2a,rKills,7.331
29fb295a-7ffa-4a21-8a87-02990e590c2a,rKills,7.657
29fb295a-7ffa-4a21-8a87-02990e590c2a,rKills,9.202
e6e0d876-5f0f-428f-b4bc-e9b7034ac5bb,bKills,8.513
b3809d5c-8725-4874-9d7d-fede501bf879,bKills,9.525
b3809d5c-8725-4874-9d7d-fede501bf879,rKills,7.427
c3c24831-89d1-49e8-b28a-18a32293878b,bKills,9.021
79fe16a9-467d-4308-9f12-1fc527c42fb7,bKills,7.916
79fe16a9-467d-4308-9f12-1fc527c42fb7,bKills,10.532
79fe16a9-467d-4308-9f12-1fc527c42fb7,rKills,8.713
9514a262-1203-4147-90d3-571efe8b5d12,bKills,5.8820000000000014
9514a262-1203-4147-90d3-571efe8b5d12,bKills,7.806
9514a262-1203-4147-90d3-571efe8b5d12,bKills,10.017
9514a262-1203-4147-90d3-571efe8b5d12,rKills,6.5539999999999985
9514a262-1203-4147-90d3-571efe8b5d12,rKills,9.915
e5684558-3f3c-428b-b34f-65da00b3c2bb,bKills,9.686
e5684558-3f3c-428b-b34f-65da00b3c2bb,rKills,2.47
e5684558-3f3c-428b-b34f-65da00b3c2bb,rKills,4.047
e5684558-3f3c-428b-b34f-65da00b3c2bb,rKills,5.8260000000000005
e5684558-3f3c-428b-b34f-65da00b3c2bb,rKills,6.143
e5684558-3f3c-428b-b34f-65da00b3c2bb,rKills,6.434
e5684558-3f3c-428b-b34f-65da00b3c2bb,rKills,9.256
55e05cc7-6e39-4d5a-977d-34d763d1a098,bKills,6.6320000000000014
55e05cc7-6e39-4d5a-977d-34d763d1a098,bKills,8.422
55e05cc7-6e39-4d5a-977d-34d763d1a098,bKills,0.7833333333333333
55e05cc7-6e39-4d5a-977d-34d763d1a098,rKills,5.159
55e05cc7-6e39-4d5a-977d-34d763d1a098,rKills,8.474
55e05cc7-6e39-4d5a-977d-34d763d1a098,rKills,8.536
d5b0c1f1-cbca-4b79-a692-088785f75120,bKills,5.412000000000001
d5b0c1f1-cbca-4b79-a692-088785f75120,bKills,7.33
d5b0c1f1-cbca-4b79-a692-088785f75120,rKills,4.909
f16f3cd2-19c4-4195-8b76-78a4ebb44d31,rKills,10.238
f16f3cd2-19c4-4195-8b76-78a4ebb44d31,rKills,10.512
db91e8cf-5efc-44f8-a445-984ce6e12310,bKills,4.86
db91e8cf-5efc-44f8-a445-984ce6e12310,rKills,5.6560000000000015
db91e8cf-5efc-44f8-a445-984ce6e12310,rKills,6.4129999999999985
498ae058-da43-4aac-988a-40a88796fdf7,bKills,5.025
5dfb669c-b08a-40e1-b033-c5e70e5836db,bKills,4.664
5dfb669c-b08a-40e1-b033-c5e70e5836db,rKills,4.265
5dfb669c-b08a-40e1-b033-c5e70e5836db,rKills,6.613
5dfb669c-b08a-40e1-b033-c5e70e5836db,rKills,6.977
5dfb669c-b08a-40e1-b033-c5e70e5836db,rKills,6.977
5dfb669c-b08a-40e1-b033-c5e70e5836db,rKills,7.3
5dfb669c-b08a-40e1-b033-c5e70e5836db,rKills,9.385
c3fa519f-b1a8-4669-b18c-2fc47debb53f,rKills,5.813
a03d085b-bfd6-4ab2-9ee9-0e6f43e383ea,rKills,6.047999999999999
a03d085b-bfd6-4ab2-9ee9-0e6f43e383ea,rKills,6.084
e810cd12-da89-41b1-b271-f8c2827ec034,bKills,4.367
e810cd12-da89-41b1-b271-f8c2827ec034,bKills,4.379
e810cd12-da89-41b1-b271-f8c2827ec034,bKills,7.072
e810cd12-da89-41b1-b271-f8c2827ec034,bKills,7.109
e810cd12-da89-41b1-b271-f8c2827ec034,bKills,10.2
e810cd12-da89-41b1-b271-f8c2827ec034,rKills,3.222
e810cd12-da89-41b1-b271-f8c2827ec034,rKills,4.221
e810cd12-da89-41b1-b271-f8c2827ec034,rKills,6.968
340def5d-724f-471b-9b43-3eacf65185f3,rKills,10.485
340def5d-724f-471b-9b43-3eacf65185f3,rKills,10.902
681c8105-9249-4d80-a7e3-a58b53b8c042,bKills,6.714
681c8105-9249-4d80-a7e3-a58b53b8c042,bKills,7.711
681c8105-9249-4d80-a7e3-a58b53b8c042,rKills,10.285
e81a22ef-f5dd-4f6d-8ad2-555f3e4fd54c,bKills,7.029
e81a22ef-f5dd-4f6d-8ad2-555f3e4fd54c,bKills,10.113
e81a22ef-f5dd-4f6d-8ad2-555f3e4fd54c,bKills,10.744000000000002
e81a22ef-f5dd-4f6d-8ad2-555f3e4fd54c,bKills,10.967
e81a22ef-f5dd-4f6d-8ad2-555f3e4fd54c,rKills,9.994
de459552-480c-4b34-8b24-54146d86cd86,bKills,3.936
de459552-480c-4b34-8b24-54146d86cd86,bKills,10.609000000000002
de459552-480c-4b34-8b24-54146d86cd86,rKills,3.905
6be69058-49d8-494e-9065-39b5cda95420,bKills,7.046
6be69058-49d8-494e-9065-39b5cda95420,bKills,10.33
6be69058-49d8-494e-9065-39b5cda95420,rKills,5.7189999999999985
6be69058-49d8-494e-9065-39b5cda95420,rKills,10.423
6be69058-49d8-494e-9065-39b5cda95420,rKills,10.613
be786580-eca1-4d5f-8054-18020db67479,bKills,10.0
be786580-eca1-4d5f-8054-18020db67479,rKills,4.755
be786580-eca1-4d5f-8054-18020db67479,rKills,10.302
a5733590-d25f-4dca-91ac-2f1bf4dec372,bKills,5.773
9d10d929-a56b-48e6-a289-da5d6b76cadb,bKills,8.703
9d10d929-a56b-48e6-a289-da5d6b76cadb,bKills,9.197
1191c84c-fe3b-4a54-b762-3ad555a8f4be,bKills,6.72
1191c84c-fe3b-4a54-b762-3ad555a8f4be,rKills,8.312999999999999
1b8ce5d6-5095-4f28-a086-ce239e7ce61d,rKills,3.5380000000000003
76810d2f-7478-40b8-b513-17e16ad2a1f7,rKills,6.803
cb5dd8de-d447-4b73-821b-28e7ac9746cb,bKills,4.232
cb5dd8de-d447-4b73-821b-28e7ac9746cb,bKills,4.338
cb5dd8de-d447-4b73-821b-28e7ac9746cb,bKills,6.337999999999999
cb5dd8de-d447-4b73-821b-28e7ac9746cb,bKills,6.824
cb5dd8de-d447-4b73-821b-28e7ac9746cb,bKills,8.781
cb5dd8de-d447-4b73-821b-28e7ac9746cb,bKills,9.179
cb5dd8de-d447-4b73-821b-28e7ac9746cb,bKills,10.91
cb6033d3-4cab-4d10-b159-f5f43f1868d3,bKills,4.775
cb6033d3-4cab-4d10-b159-f5f43f1868d3,rKills,4.586
cb6033d3-4cab-4d10-b159-f5f43f1868d3,rKills,4.974
907ae11d-754f-4b6d-af40-4ae9ffb95b59,bKills,3.034
907ae11d-754f-4b6d-af40-4ae9ffb95b59,bKills,8.554
907ae11d-754f-4b6d-af40-4ae9ffb95b59,bKills,9.184
907ae11d-754f-4b6d-af40-4ae9ffb95b59,bKills,10.195
5faad801-6015-4c4d-a7cb-29b21ea819c7,bKills,5.6389999999999985
5faad801-6015-4c4d-a7cb-29b21ea819c7,bKills,6.319
5faad801-6015-4c4d-a7cb-29b21ea819c7,rKills,1.141
