game_id,total_towers_b_team,total_towers_r_team
039b12a0-9cc4-43d8-bbd7-2192a6b99b21,2.0,2.0
03a25fb4-ef41-47ad-9d7b-b9896d05aa8d,1.0,0.0
03a9726f-20ea-4a00-9f08-e363706cf4ba,2.0,2.0
03db2a83-515f-4200-b708-3ee015386a5c,3.0,1.0
03f184c2-7070-4d6d-9e28-b460825d6e91,1.0,2.0
04898ecc-93a3-44de-ad04-f3899ac82da1,2.0,2.0
0494b0b9-774a-43e9-a55c-01e6226aa020,1.0,0.0
049fad52-a9d9-4408-87cf-7df97b287551,2.0,2.0
04c35b2f-60c5-4586-8e69-cb05258309f7,1.0,0.0
04ee654e-b9c5-4d5e-87d5-514b2d8264b6,2.0,0.0
05240ba7-aaa4-4ab2-9ab1-bb6545412419,1.0,1.0
0535d5dd-671a-49df-af0d-0939bdc4597f,1.0,4.0
053616db-c841-4fc1-98b5-818b4a2da949,1.0,0.0
054ebbd7-77be-4949-a614-252710939b7c,1.0,1.0
05981712-8844-4c54-b645-53d3b4d8f05c,3.0,4.0
059ad705-7338-4b10-84ac-08a7f78d2370,3.0,3.0
05a6cfdf-f675-40ee-a579-606b1ac06a1d,2.0,2.0
05b13c64-9643-4243-8b3f-f748d7218708,1.0,0.0
05c2ae4b-d147-4e84-a99d-f9214165088d,3.0,1.0
05fcd0f1-7971-486d-a6e5-ce892414bb6b,1.0,0.0
06025df4-ad24-41c4-9341-252bb67dd2a4,1.0,2.0
061af272-5f63-468b-9e70-6288d905ee79,1.0,1.0
061b7824-09b5-4b5f-a121-c83f7a70f08e,1.0,0.0
06506357-8452-455c-9d1e-6491d0622322,1.0,1.0
06727132-30e3-44af-b800-13f1b36ec6cc,1.0,1.0
069431cf-3bd3-437a-9a95-f627ec2bf55a,2.0,1.0
069cf8d5-f875-47ce-866a-bbbaee051e6b,1.0,0.0
06c33847-fbbd-45be-b3ba-1e0b3b973c48,1.0,1.0
06cde497-7daa-4fcf-bf8d-5bf802c9a213,1.0,0.0
06fa7b0f-219f-453c-8f32-81750ba6f885,1.0,2.0
070a0254-a269-420a-8f7b-0950a2f68c92,2.0,2.0
07130e3b-fcc5-40b3-a5c7-737edd57f7ad,1.0,2.0
07365acc-0063-4a45-bcfb-b56ab101956c,2.0,2.0
0756b294-1a94-494e-883a-5734277dbf19,2.0,1.0
0760fe23-17d9-4778-aac7-12cc96840bb2,2.0,2.0
076cdf53-22c3-4f22-b07d-d8b72aef5029,2.0,2.0
0786ca00-0604-4b74-a9c9-e50b4ec7ee64,1.0,1.0
07a86398-dea6-4cf2-95a9-7f52041ac8bf,1.0,0.0
07c602a0-4a58-4367-af0f-983d615c383c,1.0,0.0
07ddf291-9f78-4424-b525-d49a6b656ca4,1.0,0.0
07deaf94-b2a7-4898-8bc0-bdf3797f06dc,2.0,1.0
07e304fa-0d7b-4c47-afc4-93a00e4c8b37,1.0,1.0
07f0b7f2-4da4-4828-a8d4-aa052183daf6,1.0,1.0
08160270-f26b-469e-aa7d-5b710aa9ff39,1.0,0.0
082a57d8-152f-4059-a7f1-680cc2a97931,1.0,0.0
082c45b1-e551-4ead-a9d7-b2c15e0676de,1.0,1.0
082dab8a-eba4-4d57-8eae-2b736bd83cc7,1.0,0.0
0830c1a9-59bb-4a8d-9e26-783e7714ced4,1.0,1.0
0839b8d7-3070-4b6e-b186-417ad69ab6eb,1.0,1.0
085625c5-fca1-47d2-bb53-6477435c2339,2.0,4.0
08856e9e-523e-4980-822a-adb481dcd012,1.0,0.0
08a89161-e733-4f17-a7c3-c605a3bfea7c,2.0,1.0
08c30a54-1e93-45e0-87ae-ccb73a053632,2.0,2.0
08c447ca-44d9-4db8-ac55-3e309375b08f,3.0,2.0
08c4f1e7-7944-44ce-bd0e-159bb755e48f,2.0,2.0
08d7164c-4c6a-469e-931b-99c055b34749,2.0,1.0
08e0d563-f267-4675-8080-45be4ad74d9f,1.0,1.0
09137940-4f34-4263-b645-d46344c9fbde,2.0,2.0
091f01af-2edb-4525-a587-70e5782db610,1.0,2.0
09525afa-7f78-4dac-a2b9-2c314a674a34,1.0,0.0
097e2dcc-1972-49ba-b423-c6f2d346e14f,2.0,2.0
0985cd23-9af6-4801-9c24-744be1a7b00c,2.0,2.0
09e48a6c-1daf-4fee-a899-5cc9d5f4dc9c,2.0,0.0
0a096191-0305-470d-a5ba-44c296924876,2.0,0.0
0a1ea43f-27f7-4e9a-b288-3127ddee0b8a,1.0,1.0
0a32b726-30b1-4988-9f0d-9ed1388b47b7,1.0,1.0
0a577b7f-fa89-43f4-b3fb-4f05156985bd,1.0,1.0
0a6f2c3f-9dac-4708-8997-e232fc2974d8,2.0,2.0
0a83ba59-4e8b-4de8-96cb-a52640a4ce63,1.0,1.0
0ae603ef-7aca-4c53-b0a1-1220b6dfdfd6,1.0,1.0
0b1f8754-8603-4550-95ff-1a9bdd8ac6c7,2.0,2.0
0b45e19b-50a2-41ab-95f3-6e73d031ba4c,2.0,1.0
0b5046b2-d8a3-46b0-96a0-28a46bf10a94,2.0,2.0
0b62033e-81c4-42cd-9bd2-a9ccd9d8f9dd,2.0,2.0
0b7217c3-ef11-440b-832a-d1c805447f10,2.0,2.0
0bb61851-618c-4e8d-918f-398460f5458e,1.0,1.0
0bdd4b52-c5e4-4340-aaa0-c7414ce7d3d2,2.0,0.0
0bf7cbc8-e4aa-4215-9ce3-c6310ed128d3,1.0,1.0
0c117efe-f2f8-41b5-a204-f38b28a9c6ce,2.0,2.0
0c1eff0e-a7f0-4bc7-9a6d-50bbac0dca01,1.0,1.0
0c2c27fb-003c-48ea-af62-b2750f9eaa9f,2.0,2.0
0c2ed505-51fa-4802-ba6b-42926f5cbc26,1.0,0.0
0c3b0ac0-04b7-4cbf-8fb1-7e65274a2877,3.0,1.0
0c4d1717-ff47-44f2-82a8-42ec8636d3aa,1.0,1.0
0c57e71a-b11b-4de3-9672-886a78e336f5,1.0,1.0
0ccebe3a-cd3a-4d4f-ad49-5b3e0ffa9fad,1.0,1.0
0cdd2de7-c841-4ce2-84b4-e55e7ab6361b,1.0,1.0
0d4f4ef4-af77-4e70-80dc-71d381390eb7,1.0,1.0
0d5be20c-51ee-48b1-8a21-161a7cfd0a2d,2.0,1.0
0db389b7-f997-463b-bb27-94f36ada171b,1.0,1.0
0dbc4b47-7131-4e4a-ae58-4295735a04f9,1.0,0.0
0e196933-5466-4c2e-b7b7-6a8067cbd74b,1.0,1.0
0e202eab-642b-4e7a-b650-bf342c41902f,1.0,0.0
0e4caaa6-f5cc-4402-8f94-bb5ae9879c26,2.0,2.0
0e67e307-a801-4524-a452-61f8362fd073,1.0,0.0
0e81b462-c783-4709-a0b4-c65cca519cae,2.0,2.0
0ec6fd8f-4ab6-4094-9a19-5d484398b4df,1.0,1.0
0ec91f5f-7251-4436-b277-a6e275da9aea,3.0,2.0
0ede8cc8-0eec-4e3a-ba0c-be5250093c4b,1.0,0.0
0f042fae-60ab-4252-98ea-989052a9aa8b,1.0,1.0
0f2a6e3c-61f9-431b-9438-c0497c0d2498,1.0,1.0
0f4e428a-f696-4f80-98d9-ca8fde7c8839,1.0,1.0
0f62bfa2-78fa-4f9b-83eb-e0f5c93a601b,1.0,0.0
0f884e4f-80dd-4b80-b35f-405c9538a6d4,2.0,1.0
0fa7a9e0-3dbb-4667-bb8a-939264f34a7d,1.0,1.0
0fa8104a-de29-4e17-b2d1-1fa234f8240a,1.0,1.0
0fc68329-3811-45aa-a70b-ebee393b1dd3,2.0,1.0
0ff0ab6f-b7c2-432e-8a81-7774470c730a,1.0,1.0
1000dfc9-7864-4e05-85d8-1036b5459253,2.0,2.0
100111fc-fc0a-4ed3-8b5b-798df7f7ddfd,1.0,0.0
1006e4a0-ac1a-4f5a-af98-50d878488483,2.0,2.0
105375e8-f89c-45f4-86f4-f9150a9d73d2,3.0,2.0
105b162f-15df-4b2e-8bc7-0dfe08bbdc0c,2.0,2.0
1070005d-58bd-4686-94f2-4314e64a5494,1.0,0.0
10743f56-1bd4-4a65-95b9-350c05e7cf99,1.0,1.0
10779fc3-0255-4dce-ad00-65ddf148c1e2,1.0,1.0
108bd32d-e4f3-4c1e-a0c2-31838155a815,2.0,2.0
109ee21e-d755-4b7e-b605-9c925fc532f2,1.0,1.0
10a110d1-df59-4108-ba6c-2837a96b4e6e,1.0,0.0
10e025bd-b666-47b9-94c8-fae30436dfdc,2.0,2.0
110bd7b9-74ae-4db4-a3ef-8568906faf3d,1.0,1.0
1111e63d-38a1-45cb-b0a3-4213c09c8fb4,1.0,1.0
111cd9f0-a1c7-41c1-a076-feb2ae895e37,1.0,0.0
112f44f6-4e04-49c8-ada1-b73b96330f7f,1.0,1.0
11355c0e-0368-404d-9b4e-c4a1804e9106,1.0,1.0
11483366-386e-42f8-b274-56f5813bdc67,2.0,2.0
117187d0-1615-4a9f-8d35-b04bf6540b8d,1.0,1.0
117ed826-9cff-42c1-9f94-25b83f924077,2.0,1.0
1191c84c-fe3b-4a54-b762-3ad555a8f4be,2.0,3.0
119cd5a8-b020-41dc-adb6-eeba9e4dab49,1.0,1.0
11c11d75-a05a-4570-a486-39dfa04a1a38,2.0,1.0
11fc9594-8018-4060-b27a-7173e8b0ba38,1.0,0.0
11fea0f8-9c32-416e-9c7e-eda77fe6531d,2.0,1.0
12207537-0792-48cd-bff2-ad88535324e1,2.0,4.0
1233328b-2d9d-4461-b8e2-fa7dc881c7cd,1.0,1.0
1254c72a-59f8-4219-aee5-a2b6cd8a2b50,1.0,0.0
12571b17-c70d-4c07-944b-e4ed9b082039,1.0,1.0
126ab46e-906a-45ed-b24e-a659c01497fc,1.0,0.0
128bd7d7-001f-4e76-a743-6befb437f093,1.0,0.0
12a7d63c-e372-4789-8b65-3df6365c8c89,2.0,2.0
12defaad-8edd-4517-84fd-8a59bcf1bded,1.0,0.0
12f7dd6a-65d6-4446-9b7a-5b22b6295a54,1.0,2.0
1302128e-f1d3-4de6-a533-348f7c34c688,2.0,2.0
1305beb5-b137-4b4e-b32f-b3e437b593f3,2.0,2.0
1321d63b-1ed3-478b-9e22-9e1c24e3cdad,3.0,2.0
132e418a-86de-4339-ba21-f89c5ed238a9,2.0,1.0
1334c5cb-0058-487f-a9b1-d423d92f8d52,1.0,0.0
1353329f-4596-4395-81d0-775ffa1ce0bd,1.0,2.0
13634a93-4bfe-42a1-9f9a-d11ee5e84330,3.0,2.0
137e3822-7b22-4ace-a322-1f6db02f9cfd,2.0,2.0
13977e72-a079-4edb-bbc0-70d48f3e0657,1.0,0.0
13a5dac8-ded6-4d9a-b8f8-89704171f1d3,1.0,1.0
13d5f74c-dd8d-4722-9806-c2b74373a482,4.0,2.0
13d8da99-a014-48f9-94a4-225d9bcd934e,2.0,2.0
141d12b8-ad8f-4efb-b8ce-706a88972854,2.0,3.0
145700c0-25e2-4377-a6b5-e4890c424945,2.0,2.0
14d9fc66-7c53-476a-8c2d-847ad8aaebc3,2.0,2.0
151736f6-e06f-4e6a-8c6a-919c5b3279fc,1.0,1.0
151748b4-f40a-4656-bdf3-aba6e98cc371,2.0,2.0
15185200-54af-47c3-82c1-34acf59289e3,1.0,0.0
152c6ea3-5f35-4fe9-b1b6-ac7802eefc42,2.0,2.0
157b0719-dcc8-4024-8883-a333fddeff3f,1.0,0.0
15dcd96d-4985-4236-b29e-8bebe9aadb0c,1.0,0.0
15e16bab-aef0-41de-96fc-6ef54f188063,1.0,0.0
15e2a060-eaa9-446c-969a-e825a49b1bdf,1.0,0.0
15f25d53-1f2f-449f-9c41-c18a971df30b,2.0,2.0
160bb511-ddf9-47ec-9ab4-2b8a115a9bfe,1.0,0.0
164286c2-8678-4cf3-9ecd-859efa35beca,1.0,1.0
16560bba-e5b6-4a80-8aac-5e21ed10d941,1.0,0.0
16678e73-e668-4f28-874b-49c80bdf46c8,2.0,2.0
16bff5ca-5de2-49ad-8948-f9d316330f55,1.0,2.0
16c5dc96-25c8-49bc-a74d-6a7f4cc2cad6,1.0,0.0
170b8d39-d253-417d-88f3-ea036c8b80b0,2.0,2.0
1712b193-f5e5-4fae-88bb-e8750d34f344,1.0,0.0
172d17f8-0e94-4cf2-b812-a3b458c397e0,2.0,1.0
17397b87-413b-4745-9a93-5fabfb73d3a8,4.0,2.0
17438246-ce9e-40f9-bea5-9bdfb05024aa,1.0,1.0
174ede62-e44c-4601-a741-f7dbb72039f2,1.0,0.0
17642831-a8d6-4d89-868f-42dafa22bbf4,3.0,2.0
178f707f-26fa-4e3b-ae61-24575aedaf19,1.0,0.0
18489203-a654-491d-bb3f-933eb0b7622b,2.0,2.0
1883ee4d-8acb-4277-9169-201e54257546,2.0,2.0
1895ed9c-ac50-4b6d-96c4-d065fdcc27cf,2.0,0.0
189690e1-99de-4f2a-a479-004245fb9c7c,1.0,0.0
18aa8d63-796b-4183-8d43-6035d011b5ba,2.0,2.0
18ac7059-e18b-4131-b313-7e6b3e11c0b9,1.0,1.0
18b1e8e2-8e0b-40b6-893f-66971bb2166e,2.0,0.0
18be0c9d-2a44-46c6-9dca-1eb48696712d,1.0,1.0
18c1b492-d436-44b6-aa41-ca1ad69bd58b,1.0,1.0
18d22129-bada-45ae-a963-bbf1d4971ef0,2.0,2.0
18f5e984-1c46-4ced-8936-bbb9a0bdcb56,2.0,2.0
18f969e4-2786-4262-9d46-de2ee97286c9,1.0,1.0
1902b208-fc76-44e8-91ee-9a30f2e21b22,2.0,2.0
19035231-ae24-4669-b5de-e72720c44ab1,1.0,1.0
192a5cdb-6074-4adb-b4b4-0747d3389c2e,2.0,2.0
19475094-bff6-4b58-8843-0e218d246bae,1.0,1.0
196efec4-0325-49fd-9f81-1fd636ffc632,3.0,2.0
197be2e1-5779-4cc2-9161-7391a2eba2a0,1.0,1.0
19972125-eff9-4d41-8b84-a0356c58e722,1.0,1.0
19a16776-767d-48f5-b45a-76e2a2f97ea9,1.0,1.0
19af432a-e547-4c49-881b-1b676796c960,2.0,2.0
19dfd8fb-876e-4be7-b69e-2403f73f7ee1,2.0,2.0
1a003467-fc75-42aa-9f8f-d2b1cdebc2d5,4.0,1.0
1a0d94a7-b15e-4008-ab46-c9dcfee61fe3,1.0,0.0
1a286377-a742-4684-95ab-ca257d3c01e9,2.0,2.0
1a333215-72b5-4afa-a41a-a603f8ccf719,1.0,1.0
1a8c4b00-dedc-41b3-9f0c-52165f259421,1.0,1.0
1a90d973-5c6a-455a-9b93-668b3496c775,1.0,1.0
1aa40ea0-dad0-4324-b4ff-ad913ce757e2,1.0,1.0
1af6f21c-1a38-48c7-a344-040eb99f6705,1.0,0.0
1b0b1a47-19a4-4eea-b9cc-683ada5dd602,1.0,0.0
1b186cf2-bca5-4bff-aa14-19d75697d023,1.0,0.0
1b5befb2-987e-4d6a-ae36-c4560efd5974,1.0,1.0
1b62e28d-4f6d-4d74-ac6f-8acad860680a,2.0,2.0
1b811121-0bbf-43ae-9665-ed5da5843144,2.0,2.0
1ba6a610-77ed-47e0-b934-7a5a97dc23bd,1.0,1.0
1beda62f-1e25-4fc9-8346-e5ea2f7ae8ba,2.0,1.0
1c051452-700d-4b20-9f24-ab5bfd5264aa,1.0,0.0
1c1b674d-b282-43d6-90d1-83c82d0c85f7,1.0,0.0
1c295a99-ceac-4286-916c-a550268fbf70,1.0,0.0
1c57e73f-53ed-4d6a-9908-18db80a13f9b,2.0,2.0
1c67a60c-86c6-45d5-b6da-f2cb62945d7d,3.0,2.0
1c689dd4-9dee-4ce5-8ce4-c949d2882ef7,2.0,2.0
1c6d8370-585a-4506-a935-d7bd68f8ad83,2.0,2.0
1c959369-c880-42de-bbfe-e7780e8fb25d,1.0,1.0
1c9be05b-3e8a-47be-b326-3592aec788a9,1.0,1.0
1cb13787-6435-47f6-aa4d-7c4289264aa7,1.0,0.0
1cb4ac4f-76f4-4c2c-a418-65a88319a4c3,2.0,1.0
1cfc29e7-43cd-49e0-8cfb-e9e5b67f4dde,1.0,1.0
1d45ee58-ecdf-4fa4-a0ec-cdf6dd2ecbff,2.0,2.0
1d55abcf-732d-49e4-949a-c8181de99ca1,3.0,3.0
1d758678-8261-4464-aa2c-653aaaf1b6cf,1.0,0.0
1d75886c-40af-4ca8-844d-5e897fc3b97d,1.0,1.0
1d8a3e69-cc5f-4622-8550-2a47239c29dd,2.0,2.0
1d8de5a1-ece8-450f-b5bc-35f786348471,1.0,2.0
1d97f18a-3564-4b24-97be-9f194a366dfd,2.0,2.0
1d9a9e15-68f0-462b-bb8e-21043a653de4,1.0,1.0
1dbb24f9-e35c-4bb6-8954-e1b80e717e9c,1.0,0.0
1df411ff-4a07-4660-9c45-aca19f53965c,2.0,1.0
1e45adba-6390-42c6-9d12-5c138ffe8c20,3.0,3.0
1e65c625-4554-453d-86c0-3845b1320a92,1.0,1.0
1e84e337-7770-4136-90be-1c56dcd76f2a,2.0,2.0
1e95d85a-075e-4f03-a459-87e73a3437dc,2.0,2.0
1eb608cb-6dc8-434a-aaa4-9dab01375779,1.0,0.0
1ec4c019-f24d-4142-94d7-aa6385cea236,3.0,2.0
1edbbe4b-603e-4747-b26e-636dc3e06ef1,1.0,0.0
1f044f9d-9a1b-499a-b6e5-4cb726ad6aa9,1.0,1.0
1f091495-1819-472c-bdb8-709aa50f8ed7,2.0,2.0
1f16ce0a-ef39-415c-8433-5cd81487895f,2.0,0.0
1f1d71d7-8a79-4b42-82ca-f83925ae866b,1.0,1.0
1f2dd866-5e1f-4359-9108-02e64afb4143,2.0,0.0
1f37fa81-2695-49ed-870d-d82c2ee9100c,1.0,3.0
1f468aba-fc2b-4fdb-91e9-65b5788f9710,1.0,2.0
1f567d3d-5253-45b3-b3a6-2ec8840a0d5a,2.0,2.0
1f6eb0ab-4962-4b34-9d0d-32020f563509,2.0,2.0
1f978221-5c5c-4a78-8919-3b3ce0b4716d,3.0,2.0
1f9f140e-17cc-45f8-8fdc-737cd25f923e,1.0,0.0
1f9f637a-bbb4-4f61-8faa-b6411f11e194,1.0,1.0
1fa653af-cf43-4371-a541-a0b54b311cd3,1.0,0.0
1ff8ec86-3ffd-4f2e-a1b6-9807843ccaa5,1.0,1.0
2008869e-2034-4fb8-8f67-e1cf4b91c1bb,3.0,1.0
20290616-113b-46b8-9423-85e07c2e0841,1.0,1.0
205c6f1a-ae27-4289-8076-9839228ae2d2,3.0,5.0
206d182e-e71d-44c1-8459-741241fa1d24,1.0,1.0
206d3677-b796-40e4-814c-efe0628bf8cc,1.0,1.0
207a74a3-e5e6-42c6-94c2-114f2023e4b6,1.0,1.0
20efd6f3-0c0d-47d9-8827-48753d156bf6,1.0,1.0
20f2c248-4d27-46c1-9f21-dbfca0439e6b,1.0,0.0
21017ffc-58fa-4308-97b9-2a2ea6fc1dc3,2.0,1.0
210ec95f-c56b-416f-9460-715be825a98d,1.0,1.0
213e7f68-723d-4966-80ff-8a1345fa56be,1.0,0.0
21409273-ec85-46c4-bb7a-cb05c90eafa4,1.0,1.0
214611de-594c-4de7-8905-a3bc0ca10371,2.0,0.0
214a1ce7-e025-456b-8ef9-0af6f7f379fa,1.0,2.0
21559a72-361a-4a94-a286-5407f7d2f38b,2.0,2.0
216766bf-1bcd-4a3b-9b6c-31ebce6228e7,2.0,0.0
21be60c3-b351-492a-88a9-1c7426cc8ad7,2.0,2.0
21d6e46a-6b6c-4466-8e07-ab887628f225,1.0,1.0
21e04f7f-f2cd-48c1-b980-88e960b36ed8,3.0,3.0
21e4c245-b8a0-42d0-a6e5-57b978900a06,3.0,3.0
221f6beb-cffd-4cdd-8a05-4f5098e9ecb5,1.0,0.0
22249265-702d-405b-9b70-4656303b2861,3.0,2.0
223e5b16-d37d-45fc-a443-2775790add09,1.0,1.0
224f5ac4-2d42-4ded-a956-1e117f1f2775,2.0,2.0
2262e974-76d6-423f-85e4-b0299296d92f,1.0,0.0
22736658-f573-43f8-a0af-0cf7f2003039,2.0,3.0
22758935-9da6-4ca3-a6ee-1dc586cc638b,1.0,0.0
22c82b43-65a2-45dc-92c5-c34b7c4fefee,2.0,2.0
22f47585-b42f-46e6-aa1b-f3a8197034c8,2.0,2.0
22f784fa-9d8c-4f81-a387-e0b3db06d44d,1.0,0.0
22fc8402-9e94-4a1f-85ab-a10a25cb61b0,1.0,0.0
2308d90f-07fb-4126-9c41-7533efc75458,2.0,2.0
234a315b-3505-4430-8fd3-6667260a698b,1.0,1.0
23689a8e-63a9-4460-83f1-1b610d6f64f5,1.0,0.0
23696402-d8a7-417f-892c-d3d85d464b3b,2.0,2.0
2384bef4-071b-46c9-a331-a01a3ee838ef,1.0,1.0
240a9a46-456c-4402-9f30-5bb4d85be978,2.0,2.0
2417a9cb-59e9-4ed4-9560-440af1fac710,2.0,0.0
2431b7f0-52d8-4a38-951c-71ec3557fd6b,1.0,0.0
2451fff9-fd1f-4714-aa03-bc011de2fe16,1.0,0.0
24960341-ddb1-403b-bd33-37b6690f909b,2.0,2.0
24f6a630-bd85-40d1-93cf-117b7181d5b4,1.0,1.0
24f8cc41-dc35-4089-af7d-9f8eed605ba0,1.0,0.0
2524988d-dad6-4f42-9103-67ae70a41874,3.0,3.0
25624512-843e-4f75-bd55-f0f84cfa33b6,2.0,1.0
256f2efc-fd49-4c8e-ad50-9be185018d2b,1.0,1.0
257a8453-0ef9-4792-b2ea-e5c18200c8b6,2.0,2.0
25ce7aca-b5b4-4f70-b261-fe5be7b61f25,2.0,2.0
261e5f7c-a838-48bf-bc96-350be1e200a5,1.0,1.0
262571a8-2616-4350-9920-9b5b8cb925cd,1.0,0.0
2654905c-4de5-4063-9ff7-7734b4101b5e,2.0,2.0
26634c24-d84f-4bff-a70a-1f9748501fad,1.0,0.0
267522d4-92ac-48e9-8de4-a5e84c43879a,2.0,2.0
2678d25c-d695-4214-9789-d9e2a54ef4a1,1.0,1.0
267bca03-d07e-4367-8360-92eb80c69e84,2.0,2.0
26ab6284-b8c7-4589-9b19-f93e0ea00e9d,1.0,0.0
26b71ec9-5579-4057-b486-62d9f43d7d65,1.0,0.0
26c7426b-2367-4608-a056-1d999b49e154,2.0,2.0
26dbb01b-4189-44de-965f-02a98309798c,1.0,0.0
26e3a788-bf2c-4a61-9eb5-82cb5ce58e3f,1.0,1.0
26ec7822-2df4-425d-b03e-9f43241fdbd3,1.0,1.0
2722da55-f561-4e01-abb2-740894984485,1.0,1.0
274ed9f0-efea-4731-9f59-816a10b64d98,1.0,0.0
27567f0e-1c31-49d0-a7d9-2c7cbff8c584,2.0,2.0
279876b7-9c55-49b8-ab87-5cd09f4ae0f2,1.0,0.0
27a93b20-9b38-4194-beb9-cb449b3fea98,2.0,3.0
27bebff9-98ff-48f4-920a-62a1603ca16e,2.0,2.0
27ca46af-c19f-4777-aaa5-3042cef9f5a0,1.0,2.0
27cbcf2a-4167-43b9-952b-13377fa83ec8,2.0,1.0
27f9ee30-3e13-459f-8570-f926a0f803f0,2.0,2.0
2807581c-b3db-4922-a4ad-e0c9c8853565,1.0,0.0
2819e6a3-42ad-415c-98f5-b57d7ed2753c,1.0,0.0
284d91bf-656d-4ca2-997b-972d2cbade59,2.0,2.0
289045bd-f8c1-4635-92da-238872cb8cfe,1.0,1.0
289427e6-7e4d-48b0-8313-419ad4d5c6e8,2.0,0.0
28a19bf7-66ea-420e-bada-2562315522e6,1.0,1.0
28f2f68c-70f7-4c71-8546-f387c3cfa682,1.0,1.0
290592aa-1512-49e2-a6e1-5d53373a1f7a,1.0,0.0
291a8c27-8455-4017-bc86-04883d0674d6,1.0,2.0
2935b600-7fd6-44b0-b543-62ce19fbc669,2.0,2.0
294fc6c6-7557-4e51-81f3-2280fac1e11b,2.0,2.0
298ace8c-8dec-434f-bed4-bf8143aa87c7,2.0,0.0
299d2a40-5964-42f6-bb9b-8bfd3469bf5f,1.0,0.0
29abb495-b659-4757-abe8-7303e2c9f58b,1.0,0.0
29aea16c-dd6a-40ef-95c4-2f476a83240a,1.0,1.0
29de4c5a-903f-45a8-b91d-d4c9e2aa47fe,2.0,2.0
29e3a7a1-4f7e-417b-a51d-896f4ab7a2fa,2.0,2.0
29fb295a-7ffa-4a21-8a87-02990e590c2a,1.0,2.0
2a10a2ac-a872-4fef-ab37-381de959ca1b,1.0,0.0
2a4a8f62-7155-475f-b946-a5c018a740d6,1.0,1.0
2a504003-dfd9-4b08-885c-5baa1378f891,3.0,2.0
2a57c618-306a-42df-ac24-085b52d71974,1.0,0.0
2a60f1f5-8702-4b12-8bc2-2c58ad064608,2.0,3.0
2a809ee5-4aeb-4fff-a744-9269daffbf8d,1.0,1.0
2a832bec-c0ad-408a-a3d8-ece56d4275bd,2.0,2.0
2a84bdb1-caef-4c8f-bfe0-4d191bfe307a,1.0,0.0
2a8fed39-b470-472b-adcb-63411315ac43,2.0,1.0
2aa3cb28-88a6-40b5-97cc-c0bc52ae866b,1.0,1.0
2aede88f-7c6d-4b42-927c-3c9747b658b5,1.0,0.0
2af0f3ff-03e0-446c-be0a-688de80e2cd7,1.0,0.0
2af6850c-e803-4f63-b640-b6bd4e4d9b73,1.0,0.0
2af8544b-fc45-4db4-9301-4c4c6f940f1e,1.0,1.0
2b140ad4-f80f-451a-827e-82dcc3cd3d02,2.0,0.0
