game_id,blue_gold,red_gold
04927cb2-2730-4266-a6fa-81f77500c93b,13832,13146
0494b0b9-774a-43e9-a55c-01e6226aa020,10844,11379
04992c7d-a817-4f67-bc9b-c49b9b4dcdb9,12304,13558
049fad52-a9d9-4408-87cf-7df97b287551,13363,13810
04a0b926-2447-4175-af97-d57ba9947df7,13138,13782
04a411cb-195d-4bb5-88e4-8061b21d77c9,14205,14005
04c35b2f-60c5-4586-8e69-cb05258309f7,13569,12614
04c82675-dab6-4b9b-b801-d69bb8d8f7b7,12989,12623
04ce5a2d-9682-483b-9254-24b072906e10,14445,13822
04d44493-2c90-4da0-8649-fa6dd0b95aa0,12625,11356
04d821fe-0619-4608-bda6-4095a7b4faa9,13676,13018
04e608cc-0640-4e4b-a40d-3a54960bfc70,12989,13848
04ee654e-b9c5-4d5e-87d5-514b2d8264b6,13634,14216
04f7dc23-a30e-4c61-9085-c3762304b012,13321,13721
04ffddda-87eb-4fe9-8d4f-acad687de2e9,11818,12941
050d43b0-c900-4840-b6ba-7d5f53101784,13048,12738
0510f659-a263-46ee-8d37-045dbb9fcefd,13222,12701
05125279-2daf-463e-8794-a4f855e2ef1d,12900,12941
051b3d28-c7ea-4596-99f6-c6cecf86ecba,13141,14895
05240ba7-aaa4-4ab2-9ab1-bb6545412419,14116,13874
0535d5dd-671a-49df-af0d-0939bdc4597f,13176,16662
053616db-c841-4fc1-98b5-818b4a2da949,13626,13947
05369c86-838b-4200-aaf3-9fb1ced99b12,12214,13059
053ad12b-6595-40da-9409-ea653f6cd32a,13269,12814
0542d35e-da69-45f6-8ee0-d4cabf532109,13332,12482
054ebbd7-77be-4949-a614-252710939b7c,12989,13467
05558fa7-56d3-4a08-8999-4e0d4b9d6d49,12546,11985
05604f79-0e2c-4eb1-abe8-b88157267058,12631,13350
05610eff-b596-44aa-a30a-55a1b717b7e8,12633,12575
05686217-1adf-48f3-851f-5c7aed51c05f,11968,13016
057d2f18-8dd2-4202-99a7-405fe121e563,12933,13865
05981712-8844-4c54-b645-53d3b4d8f05c,15340,15655
05985b88-bd87-410a-a74c-7ce7b00c37a2,13123,14984
059ad705-7338-4b10-84ac-08a7f78d2370,13442,13876
05a6cfdf-f675-40ee-a579-606b1ac06a1d,13279,13526
05aa3a52-9c37-4e32-8378-05878c95e54e,12907,12423
05b13c64-9643-4243-8b3f-f748d7218708,13340,12603
05b84dc3-4313-4bf5-8db0-94676208ea77,13171,13133
05b9326d-d4cb-4cf7-bb8b-1da4166b4487,12780,15006
05c2ae4b-d147-4e84-a99d-f9214165088d,12572,12502
05c832d4-617e-4517-93f7-4bbadcfbc003,13647,13589
05d84fc8-edbf-4a24-96da-39c512dff108,13113,13805
05e6ea57-5a5d-4964-b6c9-0335e47b0627,12956,11770
05fcd0f1-7971-486d-a6e5-ce892414bb6b,14093,13181
06025df4-ad24-41c4-9341-252bb67dd2a4,12670,14504
061af272-5f63-468b-9e70-6288d905ee79,14155,13018
061b7824-09b5-4b5f-a121-c83f7a70f08e,13823,12684
06206be1-85f6-45c1-a8d6-1b02fd2632d4,14360,14694
06285382-1d68-47c4-8266-a3bcb0e64896,13476,13410
0636014b-1b0a-4863-9378-9eb39df64a48,14003,13795
06506357-8452-455c-9d1e-6491d0622322,13232,12901
066f21cb-64e4-491a-a729-69bd118e4edd,12993,13559
06727132-30e3-44af-b800-13f1b36ec6cc,13703,13835
0687ead4-a622-472d-83b7-50a0d8882755,12334,13754
069431cf-3bd3-437a-9a95-f627ec2bf55a,14119,11985
069cf8d5-f875-47ce-866a-bbbaee051e6b,12196,11085
069ddff6-1659-4cea-a075-bb41fd2f6ff7,13083,12764
06a79965-8891-4555-ac5a-051a3cd8dbee,13012,13313
06c33847-fbbd-45be-b3ba-1e0b3b973c48,13984,12822
06cde497-7daa-4fcf-bf8d-5bf802c9a213,14113,11680
06da3d9b-df2e-4cdd-b5eb-2c73f9547971,12961,11946
06ec45b8-0603-43ec-8bbc-f4a8459ff9a1,12938,11975
06f882c6-677d-4238-87a6-8027f2d55895,13409,12283
06fa7b0f-219f-453c-8f32-81750ba6f885,13229,12600
06fddcf8-d7ac-4c24-997d-542e4dba1a56,13552,12720
0706a167-65c0-44de-9684-a6d14f89748d,13671,13406
070a0254-a269-420a-8f7b-0950a2f68c92,12473,13309
070bb0b4-b2e5-425a-ba72-669c6b1651ab,11969,13766
070c910c-33f3-47fa-a547-8e35792a65ea,12538,13646
07130e3b-fcc5-40b3-a5c7-737edd57f7ad,13328,14167
07365acc-0063-4a45-bcfb-b56ab101956c,13805,14275
0756b294-1a94-494e-883a-5734277dbf19,12890,12924
0760fe23-17d9-4778-aac7-12cc96840bb2,14182,13646
076cdf53-22c3-4f22-b07d-d8b72aef5029,14055,13520
07798e5b-ff73-459f-bf5b-b76b8e0253d4,12697,13531
077a83ca-69ec-44da-9f2c-7fd3cb6df7ed,13154,13524
077bad19-9a5e-4af1-b725-2b90d6f3a7bb,12251,11906
077cc5a6-b51a-4ee4-a345-c26d05c4b6ab,13126,12828
077cf0d2-8fe3-4c69-94dc-5df329e7fde1,13704,12220
078084ad-0dc9-4214-a084-2fce850c4ed4,12871,14909
0786ca00-0604-4b74-a9c9-e50b4ec7ee64,12663,13120
078d4b8e-383b-4ba3-8949-f8b58818e8b1,13784,12997
07996e24-a76a-430b-8d30-5891d29d72f7,13931,13203
07a86398-dea6-4cf2-95a9-7f52041ac8bf,14216,12889
07c602a0-4a58-4367-af0f-983d615c383c,11802,12440
07dae07b-74c6-4258-9d88-51c8d7d774ef,11648,12453
07ddf291-9f78-4424-b525-d49a6b656ca4,14144,12258
07deaf94-b2a7-4898-8bc0-bdf3797f06dc,14688,12942
07e2eccc-6fc4-4f69-838d-e0be2bf93e1e,12854,12434
07e304fa-0d7b-4c47-afc4-93a00e4c8b37,11732,12925
07e689b7-b20a-440a-9100-be1538f6b24d,12512,12383
07e81caf-24d8-483f-8e46-2f9e4071a2c9,13583,13747
07e997c6-b225-4d53-986a-f314139af535,12505,11871
07f0b7f2-4da4-4828-a8d4-aa052183daf6,13706,12848
07fe9163-1f8b-48f5-999d-74b9cc3e22ca,12874,12600
0802cb51-2861-4528-98d7-9cb56cd68b66,11798,12156
08047be2-d70d-4335-8bee-723c5475db47,13465,13205
08160270-f26b-469e-aa7d-5b710aa9ff39,14159,12479
081c8aa5-b3a1-46a0-a228-1bd6b7425ec1,13225,14512
082a57d8-152f-4059-a7f1-680cc2a97931,14230,13164
082c45b1-e551-4ead-a9d7-b2c15e0676de,12497,13241
082dab8a-eba4-4d57-8eae-2b736bd83cc7,13071,12869
082dcccf-9ab9-4a35-8f77-e68ec11a0d93,12766,12234
0830c1a9-59bb-4a8d-9e26-783e7714ced4,12244,13620
0839b8d7-3070-4b6e-b186-417ad69ab6eb,14067,13117
083b8d22-1747-4532-9542-57f90ad0f39d,13034,13405
08411837-7d19-467f-b58e-cd1acc5372ba,12695,14299
08421e71-19a8-494b-bdd1-f78c68de7791,11823,11517
08445e34-e36e-474f-8e22-3c2c8c320cfb,11115,11617
08557aa3-678a-417c-aeea-d543c679e3c8,14142,13895
085625c5-fca1-47d2-bb53-6477435c2339,13868,13526
08820197-ec16-4ccf-b046-a32259fc4c09,12598,13538
08856e9e-523e-4980-822a-adb481dcd012,13627,13554
088f8b66-105e-423f-af8a-ee8653108f1e,13464,12197
089348c6-af5f-45df-a83f-f962bb212d9d,13109,14004
089ca70e-8058-4db0-adb4-ce510e4a13b5,13283,12865
08a89161-e733-4f17-a7c3-c605a3bfea7c,12377,11651
08aed957-f441-42d4-8b5b-65fcb8db3055,13292,10838
08b8d735-2415-4ce6-acdc-5889d690847f,12610,13537
08c30a54-1e93-45e0-87ae-ccb73a053632,13712,14526
08c447ca-44d9-4db8-ac55-3e309375b08f,14329,13370
08c4f1e7-7944-44ce-bd0e-159bb755e48f,13603,14454
08c8e8f2-1c2f-487b-b948-1461d9677ec8,12547,13108
08cde10b-df7b-4c4a-b9af-9081916e1141,14419,12420
08d7164c-4c6a-469e-931b-99c055b34749,13453,13472
08e0d563-f267-4675-8080-45be4ad74d9f,13871,13170
08ed51ff-310a-438a-9e93-1edb8db98616,13123,12977
08f4832a-1bf0-4619-9f15-e14732a63430,14567,14445
08f6d798-4dcb-4b88-aa94-2d64a7704a95,12602,12609
08f7884d-68ff-443d-888e-2f5fad6f3756,13046,16014
09073c7f-2602-4323-ae1e-e793e12f5ac6,12497,12820
09095ea2-4cfc-4856-be92-c4e37a4e985e,13226,12452
090e8047-4e02-45de-9e73-1dc7f4b9d7b9,12405,11712
090ec856-77fc-4822-92ba-6a3353677788,12522,13831
09103c1e-3ec5-492b-8e0e-ac1d0a2112a8,13890,14028
09137940-4f34-4263-b645-d46344c9fbde,13412,13565
091c3dbc-312a-488c-9de9-0023f11d6c21,12880,13413
091f01af-2edb-4525-a587-70e5782db610,12770,14123
09454c6b-aa07-4031-b6d6-fdb6c5e2df4e,12673,13428
0949bd58-3d27-4de1-a418-783e80abee31,13347,12885
0949d4d6-20b9-44b4-9423-4e9c0a21c5b3,12661,13733
094ea4e5-b375-4579-9b55-2662c170915d,13467,13448
09525afa-7f78-4dac-a2b9-2c314a674a34,13810,12768
09573bbf-31f7-4724-9437-8d377b6ed845,12802,13596
0966e4fd-4e5b-46c3-a80e-bc8dd6361f77,12141,13865
097e2dcc-1972-49ba-b423-c6f2d346e14f,13778,12521
0985cd23-9af6-4801-9c24-744be1a7b00c,13564,13701
0994c72d-a811-4cf7-948d-2d715d9042ac,12407,12207
09962a9b-71a7-4128-a96a-eea3f211ddc6,14881,13491
099f3292-1c4c-4e68-88fa-c07964c856f0,13406,13671
09a17c32-1bd7-4fc4-81bf-d8ffade0ca95,13549,12928
09a298ee-6a70-4b2d-bad6-4eef19c89434,13372,12105
09b32a8e-0967-41a6-b091-8428cc6d3333,13189,13297
09b4c8dc-df04-4c2a-b7d0-9efd60bd2a61,13797,12280
09b7bba4-29c6-4400-b28c-4fb43288f55d,14256,14407
09de428d-69c3-4085-98ad-7700b7fdfe71,12387,13517
09e2592d-f3b0-468e-927d-bdd5bc81e46d,14706,12577
09e48a6c-1daf-4fee-a899-5cc9d5f4dc9c,13747,13201
09f576b1-fe10-40c6-9c46-86ceb95ddb94,12553,12089
09f5f7b2-c10c-4b5f-adca-41ea9a90894d,12879,13108
09f81ad9-8d66-4fca-bdb0-592efdb2c1bd,12285,13244
0a019060-0aad-4f15-8dbb-404748191942,12699,12402
0a096191-0305-470d-a5ba-44c296924876,14429,12596
0a0fa9c2-7446-489a-86e9-831600a4703a,14266,12075
0a17418d-fb4a-4d97-9537-23fa577011ef,12369,13138
0a1ea43f-27f7-4e9a-b288-3127ddee0b8a,13471,14361
0a32b726-30b1-4988-9f0d-9ed1388b47b7,14818,12755
0a42d852-51fc-4282-94e2-ba3e0c3c2361,11839,13442
0a575fc1-8d54-4978-99bd-ae380eb3c9b5,12116,13574
0a577b7f-fa89-43f4-b3fb-4f05156985bd,13257,12538
0a581dfc-5613-44c2-b642-652ad54c3c6c,12796,12722
0a599a50-7052-4f68-bed3-154943cced39,14055,12612
0a5a66fe-07df-4982-aff1-9636a8eed75c,11616,12152
0a5f07bb-2b80-40f0-96f4-36e2fc763d38,12293,14141
0a5f548b-c641-4d57-afc2-bb718f2e76dc,12881,12799
0a638566-02d3-4f36-9262-360deea8e4af,13954,12394
0a64d582-be3e-4cc2-8639-7dc96955b30c,13217,13006
0a6f2c3f-9dac-4708-8997-e232fc2974d8,13997,13644
0a7b67c8-71c8-42df-9bae-f62f541bb097,13742,12748
0a7d4cdd-2177-4035-bc68-93ed11b4f10f,12025,13568
0a83ba59-4e8b-4de8-96cb-a52640a4ce63,12166,12534
0a869cf8-8861-4311-8f4c-9aad6fb4f0f1,11131,11151
0a86b014-ed9c-454b-9020-ec593838759d,12940,13100
0a8762e8-7bd3-42e1-8b45-9bcb1bc7d4c2,11318,11945
0a9a39c8-4057-4f9d-8deb-beb49063a52f,13839,12790
0aa7ce18-06ed-46bf-8534-966016395107,12682,14182
0aacb4fd-cd10-498b-8e8f-0eb07d96fe35,13126,14098
0ab01686-36eb-4f7e-9144-1407a79c97c7,13196,14373
0ab50f01-3a1a-4b4d-a458-35e918b3bd41,13841,13538
0ad0ce60-163d-4ea5-8976-019540b4fccb,13263,13025
0ad7a1d5-f726-41d7-bbbf-ab0c7bf85b8a,12741,14583
0ae30595-c7b8-479e-b973-8e15fb2bee3c,12270,13176
0ae603ef-7aca-4c53-b0a1-1220b6dfdfd6,13384,13460
0b00de46-d255-4911-83db-9187ab41ef82,13095,13265
0b1f8754-8603-4550-95ff-1a9bdd8ac6c7,14066,14794
0b321b7d-6f0d-4fae-a2ac-424920739e19,12847,12568
0b45e19b-50a2-41ab-95f3-6e73d031ba4c,14350,13414
0b5046b2-d8a3-46b0-96a0-28a46bf10a94,14045,13645
0b533dbf-e73d-4758-bbcc-73ada24adf1e,12698,12986
0b62033e-81c4-42cd-9bd2-a9ccd9d8f9dd,14094,14106
0b653c46-fb2d-4307-a69f-1c5c66915973,13348,13413
0b6a19a2-3aee-4eb0-b2a7-c48c1b1e2be6,12234,11241
0b6e87c2-b7ab-4185-89aa-bee4755bc001,14061,12644
0b7217c3-ef11-440b-832a-d1c805447f10,14670,16335
0b8cfa3e-72e3-40ec-b82f-99f405d26895,12492,11760
0baa30a6-a4dd-4705-888e-12d599530229,13275,13364
0bb61851-618c-4e8d-918f-398460f5458e,11075,13372
0bbe90cd-6376-4f6e-ae0d-5f370c6ae96c,14689,13290
0bcbcfd6-5de2-4985-869d-97bedecc6fac,12151,14963
0bd239da-3017-4f1c-8b7d-a9bde7f0e414,13152,12421
0bd27aad-9941-4eaa-a2ac-687327642580,13767,13224
0bd396ea-01e7-435d-a2ca-471f6873d07d,13750,13921
0bd9a31b-23e4-494a-ac67-570efaccaee1,12720,13162
0bdd4b52-c5e4-4340-aaa0-c7414ce7d3d2,15233,13699
0be95b82-3ccf-4930-a4a0-536dbf009467,12175,14952
0be97db8-b3ae-4c56-801d-411a9b76b325,13424,13222
0bf7cbc8-e4aa-4215-9ce3-c6310ed128d3,14203,13258
0bfd3c4b-8051-4ac8-9a95-d982cf8eb298,11216,12048
0c117efe-f2f8-41b5-a204-f38b28a9c6ce,13570,13894
0c1eff0e-a7f0-4bc7-9a6d-50bbac0dca01,12975,12865
0c2a8115-f452-4366-8cca-1bb833fbf83f,13278,14175
0c2c27fb-003c-48ea-af62-b2750f9eaa9f,14787,13267
0c2d64ba-9cd4-4722-a1d3-ed60c3cb6842,13679,13422
0c2ed505-51fa-4802-ba6b-42926f5cbc26,14445,11621
0c3302a8-b886-4443-9e24-2d03c27774e6,13164,13129
0c34e25c-ad45-44ca-87e9-8f8f74d88c74,13725,13813
0c355225-9e14-4991-bc58-bd06dcd4e341,13185,12921
0c3b0ac0-04b7-4cbf-8fb1-7e65274a2877,14353,14080
0c3fef08-79a7-4fb4-b52b-3b807571d2b8,12996,12694
0c4996ac-09f1-4759-b7ec-3fcb0a63d721,13084,13403
0c49eb6d-3b42-4065-b804-9dc046a7ff2d,12585,13959
0c4d1717-ff47-44f2-82a8-42ec8636d3aa,14452,14243
0c57e71a-b11b-4de3-9672-886a78e336f5,13712,12496
0c618767-4727-4969-bb99-c3f45d3c9c69,11783,12161
0c6226c4-bc8b-46c9-990e-1e8e76c4413d,13980,13975
0c644785-92ba-4ea0-b09e-9544790f01f2,12043,11866
0c8a4cf3-0e4d-4e22-88a8-f0bfe23eb276,11724,11505
0c8adc42-7961-4896-bad5-62bce3a9ced5,13322,12693
0cb32764-d58f-421f-b841-269f2355fdfc,12268,14103
0cc962ac-312b-4cf5-b751-17de63056cc6,13282,12717
0ccc1a7a-cd8b-4aed-bdda-6993d0a342f2,14285,13204
0cce3aec-6fc1-46bc-9f29-8438d7de9e6d,13990,13963
0ccebe3a-cd3a-4d4f-ad49-5b3e0ffa9fad,13673,13079
0ccef94b-b753-43e6-bf13-2f8f3eee9dfc,13367,13622
0cd2adb3-dcbb-4b65-9cb6-aaef8f516fa9,14394,12586
0cdd2de7-c841-4ce2-84b4-e55e7ab6361b,13774,12583
0ceab955-ba85-4154-937b-f857b7ac099e,13099,11379
0ceadf41-1123-4544-9e66-223422f1046f,12593,11629
0cf0bd98-17e6-4105-a2c4-73194e7f9b7d,12215,12847
0d06cfb1-dfe2-4ea8-84e8-919a603aefc5,12594,14145
0d1565a4-f868-4347-bea2-b25d793a9823,12654,13922
0d242954-62ba-4005-bb54-93b2063382f8,12921,13289
0d3a819a-1e0d-474a-9c23-17263d5e81a6,13190,12774
0d4f4ef4-af77-4e70-80dc-71d381390eb7,12275,14421
0d5b5202-dd16-419a-ad64-0b6ca355e7e2,13603,13198
0d5be20c-51ee-48b1-8a21-161a7cfd0a2d,13828,13713
0d647ade-f2b1-4988-b8cc-fcb1f5db643f,12392,12452
0d7206c9-cf88-4bbe-8d85-bfe41a6a763d,13512,14094
0d743270-99fb-4025-abd0-99358f156c34,13058,13207
0d7c1d5f-e88a-4f69-8125-97e7c530fd1f,12480,13176
0d817656-3d04-4306-8a05-63b0f1b8dda5,13002,12591
0d84fa27-a3bd-4f0f-b91b-b6041deb6a32,12664,12904
0d8d6387-0762-4d8b-a4bb-1b5a0655b766,11994,12402
0d93ac2c-427a-4e44-8323-58c51ac01832,10977,12070
0d93c483-2df8-449e-81e4-2fa9fa46bb3f,13773,12525
0da72e3c-ac80-421d-a64d-b725efda8078,13368,13629
0db389b7-f997-463b-bb27-94f36ada171b,13967,13181
0db44ab8-8d67-45a4-bc05-3242246373a7,13003,14904
0db5db08-776f-4424-aa98-cde0578132b2,12242,12309
0db99b28-0658-43ca-bace-c8d5b40b1232,13639,13484
0dbc4b47-7131-4e4a-ae58-4295735a04f9,16291,12820
0dc14417-8e88-4641-a052-13e98e977cca,13925,12064
0dc432bd-2e1d-45e2-912f-97b0bcc5d0c1,13426,13123
0ddb8b16-c88e-4b18-ac7c-00b871e4cd1a,12620,12975
0de4d399-8b16-4dd7-8772-6bd79fd1095a,12560,12199
0deca194-acd2-417f-b151-5846f9087443,13788,12118
0df35830-41cd-4452-922b-4687a4d552da,12930,13440
0e00389a-fd2b-46f8-bc51-80667ad6ab4f,12494,13095
0e0cb1b0-9770-4806-9eea-708084d6ead2,12946,12615
0e196933-5466-4c2e-b7b7-6a8067cbd74b,13095,13555
0e1b8388-b14f-4700-8492-2ab2e5ab59f5,13639,12976
0e202eab-642b-4e7a-b650-bf342c41902f,15446,12554
0e2570d5-7492-4699-99c1-22939a93b521,13276,12723
0e2f2507-f843-4c29-ba23-913a1c4f99f6,13527,13196
0e34928e-e545-4890-b27b-dec06d4fa50c,14576,12995
0e384f25-deae-4a91-86f8-6e12c25ae4fa,12618,13901
0e4caaa6-f5cc-4402-8f94-bb5ae9879c26,13462,13483
0e5ae4ef-4e6e-4a4b-9375-6335093ae9b1,13119,15145
0e62d0cc-ba02-4dfe-aabe-c52a74a7a3e5,11999,12378
0e67e307-a801-4524-a452-61f8362fd073,13276,13062
0e695e20-23c9-4c4f-b83c-601ac3b65082,12106,13214
0e6d3b37-fa0a-49c0-b758-f97d2137f1bb,13373,12981
0e730b82-8f20-4bef-a045-351e0e758fb4,13510,13175
0e81b462-c783-4709-a0b4-c65cca519cae,13129,14173
0e8e6efc-9dfc-49a7-876d-7f34a4035c8f,10783,12072
0e976551-67f3-4acb-8e15-75cf6a134ef0,13540,12678
0ec6fd8f-4ab6-4094-9a19-5d484398b4df,13073,15157
0ec8d1db-e626-4d58-83e9-56394fa7654d,12275,13112
0ec91f5f-7251-4436-b277-a6e275da9aea,13790,13486
0ed19169-347d-4139-b865-42382338b594,14473,12778
