,monster_name,time_to_dist_monster,game_id
30,bDragons,3.757,2ebe580f-d68f-4f62-a3ee-d75d0089f1ae
31,bDragons,10.206,33dfcb81-e5b7-4c52-9094-7df38a473498
32,bDragons,9.487,8a2ced95-3f96-4e4c-a86a-e2e62acd24d9
33,bDragons,5.154,e8a39cbb-d151-4ae6-bae6-61441242845d
34,bDragons,9.19,44a531e0-6e22-4e32-ae8d-204736b4f970
35,bDragons,10.62,83c0ac50-1986-48aa-a802-aec3edbb8a24
36,bDragons,7.647,c90b02dd-01c0-4d2a-a881-79e8f3cbfaab
37,bDragons,9.067,41e66ffe-0ff3-4a79-a1c1-de32b8ad3b2f
38,bDragons,8.03,8ccde2c2-7572-48ac-9238-5f9d0700cc91
39,bDragons,7.453,a8ddc82e-9434-4e1a-a73c-df04101ad9a5
40,bDragons,8.868,6e9d22f2-81c7-427b-b775-ce32be8ba0b4
41,bDragons,5.32,19a16776-767d-48f5-b45a-76e2a2f97ea9
42,bDragons,7.819,e56b9494-0018-4bc8-a7dd-71ab132fc6a8
43,bDragons,9.168,d1823960-73e0-41a5-9838-a09574e6b716
44,bDragons,7.688,00a6e138-9db0-49ca-8923-b23f1fc28a4e
45,bDragons,6.178,b9a31ebe-e2b0-452d-927d-ec142b9d816f
46,bDragons,8.772,911637d4-9b6f-4fc1-b9a4-4460b9224689
47,bDragons,9.846,f58ced68-9ffb-4afb-9769-61c0fab65fd6
48,bDragons,3.82,1b811121-0bbf-43ae-9665-ed5da5843144
49,bDragons,10.441,1b811121-0bbf-43ae-9665-ed5da5843144
50,bDragons,7.136,5d358123-685b-4ebd-9f30-c22867d2667c
51,bDragons,5.791,ec8eebd9-c46f-413f-afae-cd2e13dcbc62
52,bDragons,9.795,4a714c05-18b6-4be9-81ab-8c95fb3c24ed
53,bDragons,8.086,98300fbb-fbff-42c3-b08b-4bfffc645861
54,bDragons,6.513,2dc8fd79-5f9a-4b26-a47e-eed66ef0f120
55,bDragons,6.364,64c7dfd6-ce1f-48ba-b49d-04026f72eb5a
56,bDragons,10.134,dd13d8d3-85bc-408b-8d54-69e9a9160d15
57,bDragons,10.511,2b683fcc-1b79-4d30-bf30-6e29a45e8a1b
58,bDragons,5.752,0bb61851-618c-4e8d-918f-398460f5458e
59,bDragons,10.06,a3f31ee5-7437-4199-a0e2-a6566aae5e8f
60,bDragons,8.286,8fd599ab-8bd6-4701-8957-6fc2f8375606
61,bDragons,10.514,e3689f6c-839b-48e7-b0fc-44b9cd8b4930
62,bDragons,10.616,251b7543-0a3c-4597-8cb1-04a3c3fcdc47
63,bDragons,9.04,a3d922fc-ba91-4f47-a1e4-3d9e49750108
64,bDragons,10.879,157bbd18-8b8e-4afe-a2a2-7f89c32dbc17
65,bDragons,10.733,4166f5f6-9943-4b0e-8fe3-5ecae301d325
66,bDragons,9.341,653f0b45-d0ec-43ee-b732-518ff029b104
67,bDragons,7.826,8611b865-b8a1-4678-9241-34770aac371c
68,bDragons,6.987,0a6f2c3f-9dac-4708-8997-e232fc2974d8
69,bDragons,10.868,07f0b7f2-4da4-4828-a8d4-aa052183daf6
70,bDragons,8.66,aae79bb5-e414-4693-a244-86ad42209007
71,bDragons,10.486,8dd0d66b-68c4-44eb-a561-b45cac9c9ded
72,bDragons,9.992,662daafa-643e-487f-9cd5-4ce41f1bb034
73,bDragons,7.562,9ceb7291-7327-46d5-b4ba-075fa3e319a9
74,bDragons,6.633,934c293c-4bc0-44e5-bd68-fa6ce46c6122
75,bDragons,8.827,a3ccfe21-4f9a-4d84-9f06-ad6e189ff893
76,bDragons,9.339,55c2792f-752c-4445-8f74-80daeb82cf39
77,bDragons,9.476,a1a72e43-a693-4660-81ca-9d71933bdaf6
78,bDragons,6.213,3c2e3fa3-51a7-49d8-ab8c-8e3e52c227d5
79,bDragons,10.469,aa04104c-1faa-4bbd-a9c1-b20f6d03302d
80,bDragons,4.089,fdd1ada2-6871-4aaf-91ee-b68e767e97d8
81,bDragons,4.004,fe136ede-c01d-4fe3-bcbd-2fcb94156133
82,bDragons,4.036,b8ffa36e-59bc-4951-b6d7-ad1982def6af
83,bDragons,7.497,36fa8de0-dd63-4fc3-9345-2ed6ca51f2d3
84,bDragons,7.731,d4b93ba8-7701-44b9-ba3f-9f32cc2ea8eb
85,bDragons,10.205,b4a563f9-b979-457b-a822-84539bdf94fa
86,bDragons,6.889,1c57e73f-53ed-4d6a-9908-18db80a13f9b
87,bDragons,9.068,fe03b133-df1b-42f7-a7b1-f9ca96c67607
88,bDragons,9.652,dc084413-5b9d-4da0-ada9-04a7bfcdad22
89,bDragons,7.449,470f9b07-817d-4a65-b01f-180bfb20c0ad
90,bDragons,5.845,b1abd2ec-f9a7-4f30-9b6b-e375ea1362db
91,bDragons,6.922,f42f6252-3181-4548-9ea6-7d6249626398
92,bDragons,6.06,1b62e28d-4f6d-4d74-ac6f-8acad860680a
93,bDragons,9.622,0d4f4ef4-af77-4e70-80dc-71d381390eb7
94,bDragons,10.101,d78e21b5-d911-46db-9335-246fc24922e0
95,bDragons,10.704,dcc6d18c-ff98-4cc9-9d4b-c5a821e749c6
96,bDragons,4.213,267bca03-d07e-4367-8360-92eb80c69e84
97,bDragons,8.958,d9044206-f18b-4bef-8b12-309c380f440b
98,bDragons,9.639,6b3ce8d2-4efc-42be-b9aa-97567eb689b7
99,bDragons,5.644,2d2e88d8-5e7c-4cf6-bf55-20e18ed8d9d6
100,bDragons,10.681,83c55eec-3281-4329-9b2b-2c0b3c8e3627
101,bDragons,10.765,9dddd670-02db-4e54-ae6a-1a992dda6d9d
102,bDragons,8.212,89d3f69e-49d0-4fee-a8bf-abd143a42986
103,bDragons,7.338,1c6d8370-585a-4506-a935-d7bd68f8ad83
104,bDragons,9.827,cfc619df-ed18-4a01-b30c-3ece6af6071b
105,bDragons,8.224,6e306a4e-07a4-42d1-ad3c-5755e8be8899
106,bDragons,9.383,a94b2465-557f-4e30-95b5-1f33e718d568
107,bDragons,7.759,69948f1b-6f31-4901-a3de-31d87cb79818
108,bDragons,9.919,8fed4a2e-64a5-4ead-aad0-8801e95dacbe
109,bDragons,10.96,2a8fed39-b470-472b-adcb-63411315ac43
110,bDragons,6.174,8f16b25f-1e67-4de0-9f31-4474a9724026
111,bDragons,6.953,b87c04dc-0319-406a-a443-80a900f75ccf
112,bDragons,6.136,09137940-4f34-4263-b645-d46344c9fbde
113,bDragons,8.554,2ff17032-a92d-4923-b6b6-8276ca65b455
114,bDragons,8.355,8eaa8962-42b7-48e7-adad-cff94fab9add
115,bDragons,10.688,206d3677-b796-40e4-814c-efe0628bf8cc
116,bDragons,6.084,9713f2d6-7908-4a9b-8221-a65e9f0e2282
117,bDragons,5.804,706f5a2d-1164-4330-a523-cebaf524f915
118,bDragons,5.394,2a60f1f5-8702-4b12-8bc2-2c58ad064608
119,bDragons,5.905,386e47b7-fafd-4fac-951c-dd52d6e35e93
120,bDragons,3.989,b363726e-85a7-41b4-bb30-2e898e4e9e83
121,bDragons,8.983,c0a7cdf6-1e0a-4f7d-b08e-5a5fc1d06168
122,bDragons,9.0,dc6b2e73-a9f7-48e4-9781-ac1d6c341889
123,bDragons,7.81,71ae404a-0592-4fb6-bdc2-c1bae20a1a7f
124,bDragons,8.72,37c1662b-11ac-40e6-b99c-dd1ada5e7f69
125,bDragons,9.328,b6f8cff8-227d-40de-8cce-b6ac033340d8
126,bDragons,9.252,d9b1b12c-ab51-4de4-a2c7-d336f556031d
127,bDragons,5.749,af29982d-defd-411e-9214-982d17d4c836
128,bDragons,9.356,324023f1-c6f0-4c40-be3f-e3cf228c5671
129,bDragons,9.347,3ab61a08-93c6-42e6-ba77-6d0bc5cffcf1
130,bDragons,9.884,7cd96c11-bcf3-4de0-a0e4-aef4be460029
131,bDragons,6.372,7ea2753b-0738-491f-89d2-327dbb6296d2
132,bDragons,8.186,f8f2828c-2873-4292-bde6-8a5960f21e86
133,bDragons,5.758,3be93eb6-1ddc-4176-ad77-e8bd0cc58788
134,bDragons,6.66,acc263d1-d4eb-4635-b4e3-ebda783c7e49
135,bDragons,9.727,0f884e4f-80dd-4b80-b35f-405c9538a6d4
136,bDragons,6.572,fd601c4b-4818-42d2-a529-e3d8ddef08ee
137,bDragons,8.661,d7a758d9-f6bf-4d99-9d8d-52503e896da4
138,bDragons,8.066,848f9a90-9e59-4dca-a2db-2d8a50917698
139,bDragons,10.342,65a3bc2c-65e0-48e0-91df-8041cb96b377
140,bDragons,10.816,f820eda1-059c-469d-a381-d91486e5e247
141,bDragons,9.456,b590096c-b62c-4a38-9e76-bbfbded6a7e3
142,bDragons,7.058,8f566712-2557-4fc8-9798-3179bbef49e1
143,bDragons,8.345,35f983a4-2aef-4acf-b00f-33765c856a43
144,bDragons,9.282,04d821fe-0619-4608-bda6-4095a7b4faa9
145,bDragons,10.415,607bdf1c-b6be-44c1-8162-a0ebc2f8d9c4
146,bDragons,8.674,6daec0ba-6b92-4125-96af-70d9fbb22d2d
147,bDragons,8.512,ee6ee573-31a3-4d0d-bcc7-6574a11b4ffb
148,bDragons,10.992,cc29845e-bd4d-4fb2-9582-5cf741979744
149,bDragons,8.983,f22bb9bc-dc85-445e-8b19-2b9dc4f6556f
150,bDragons,9.667,5560368f-7e29-4eb3-969b-9dde6999537c
151,bDragons,9.953,1a2d1d80-865c-4ca6-8723-f01c02cbfaad
152,bDragons,9.543,5db570b0-e2b0-4455-b6c9-752b9dd57458
153,bDragons,10.895,f5880d80-3e35-4c06-8444-4932d3d03deb
154,bDragons,9.647,4af015d4-7d19-40a6-bb1a-53653667eb2d
155,bDragons,9.59,66db7864-cbb1-41a7-b005-b2bc6f5df826
156,bDragons,9.292,93323a07-aaa4-4e48-b54c-31060cb412cb
157,bDragons,10.162,313af68a-6c5e-4833-8331-4f64bd5589d1
158,bDragons,10.995,62aad2c3-d23b-40f1-bcda-7a4105549bb0
159,bDragons,10.974,ab28755b-9573-4992-97aa-ea5d1363753c
160,bDragons,8.856,ec91dc49-eac8-4b48-b8bc-63b10bbb1a6c
161,bDragons,9.765,24d97f13-54c4-478f-8d6b-01d92b7c99fc
162,bDragons,7.431,9cb6cfd1-c417-4ada-ac87-68f6f026cc69
163,bDragons,7.466,a55a0740-899f-4457-bb98-6df404c4096d
164,bDragons,8.645,95bcf558-3f88-474f-8421-6284046479de
165,bDragons,10.406,34d05c21-41d0-49d9-8de7-863fb4242092
166,bDragons,10.171,b60434bf-7e88-42d8-a15e-53ec67f28913
167,bDragons,10.672,0e202eab-642b-4e7a-b650-bf342c41902f
168,bDragons,8.84,6865314b-01a5-473e-a455-c799cad67527
169,bDragons,9.083,678e92f5-c362-4b98-98b4-40e24d76c47d
170,bDragons,10.112,e8ef20f5-d0d5-412d-8d8f-99e8969874f5
171,bDragons,8.069,302aeab9-a6cb-487e-b4de-636fdc7d62f0
172,bDragons,10.188,118f1485-a644-4f48-a894-d78c9746160c
173,bDragons,10.359,7d26e83b-65a3-4ba9-8007-e8d435584f51
174,bDragons,8.877,ce0f899d-e93d-41ff-9de5-2e3e73d42e54
175,bDragons,10.986,0dbc4b47-7131-4e4a-ae58-4295735a04f9
176,bDragons,10.997,833c78fe-9f2f-43a6-870e-49df48d67eb1
177,bDragons,8.643,88d9359e-afc9-4e00-a862-f2c1219e2846
178,bDragons,10.547,7cac9e7a-850a-4b12-8c63-d9b949637772
179,bDragons,10.832,1f54100d-1dc1-455e-a72d-8c22330ceae5
180,bDragons,9.253,539f6975-88f2-40ea-8d22-4b500370e971
181,bDragons,8.782,4d001dd0-d830-441d-9c8f-3323dc6d51bd
182,bDragons,9.47,d900933f-c9aa-4345-abf1-9778868b4ba1
183,bDragons,8.883,bc3c4da5-fc36-45fe-9420-899360f89dab
184,bDragons,9.401,14b33f73-a553-44ff-92b4-55679af47e4d
185,bDragons,10.381,0bd27aad-9941-4eaa-a2ac-687327642580
186,bDragons,9.31,61d54e91-8c2c-41d3-a8c7-06589dd909fc
187,bDragons,10.629,cee85337-f2d9-43d2-ac7e-2effd7341a9a
188,bDragons,6.9,42f71d0a-cda6-4390-9ec9-359a6f20b749
189,bDragons,8.422,40fcd5a3-ae47-4013-bab7-67f9f80f46dc
190,bDragons,9.129,3324c691-0e96-479e-96f3-685fa6477d88
191,bDragons,10.342,bee74fdc-268c-4bc3-a01b-fd5cd5b451f5
192,bDragons,9.018,189690e1-99de-4f2a-a479-004245fb9c7c
193,bDragons,9.748,4c0d50f8-1fe2-4cbf-907d-b55dfd366160
194,bDragons,9.791,af0d7854-23e3-42a4-90dd-35585f9c670c
195,bDragons,8.068,c0585e39-b1d3-4ad0-9441-69b4a47deaba
196,bDragons,8.698,d44a663d-a945-4129-aae5-a488123b46ec
197,bDragons,8.91,f018de3e-a27e-4272-ac6c-81800f7f88a3
198,bDragons,10.209,17438246-ce9e-40f9-bea5-9bdfb05024aa
199,bDragons,9.035,7668298b-80c8-4688-a98f-97ee89c82920
200,bDragons,9.873,ce8ae80e-ed0f-40f8-b363-6cb6a67fa9b9
201,bDragons,4.435,7c3178c0-f288-408c-b99d-2ed893ee5ccf
202,bDragons,7.575,2678d25c-d695-4214-9789-d9e2a54ef4a1
203,bDragons,8.328,69bc4792-b412-4be6-964f-d7306d6fabc7
204,bDragons,10.465,f0e5ca3a-735b-4031-a33d-74ad761fa252
205,bDragons,10.973,20fcae79-392d-48b7-adb5-c1589c750b0d
206,bDragons,10.754,c720d6cf-c29b-4bd7-a600-c7a5e14b8cbf
207,bDragons,10.716,37e50f85-2763-4224-aef7-b959e9104d75
208,bDragons,10.638,fe46df82-0a2b-4516-935b-bed9a622a5be
209,bDragons,3.74,fe46df82-0a2b-4516-935b-bed9a622a5be
210,bDragons,8.643,63066f1b-b9fc-4680-b599-91312fd3e143
211,bDragons,8.18,c88d0b4c-7c57-4b27-8e22-f6536150ff97
212,bDragons,8.166,e21f96e3-ccbb-42df-a96e-1e324e4a7fac
213,bDragons,9.473,1f6e9317-e9c6-4c23-a5bf-b8fc26695ca1
214,bDragons,10.298,fbd82044-ac9d-4ca6-8983-fc7c593d7e1c
215,bDragons,4.977,b110806a-2cae-4889-b9fc-31e8157de482
216,bDragons,10.288,9285c83f-7272-40b1-97f7-90b24209951c
217,bDragons,10.11,a30892e2-bf56-4505-a4e9-ad4fdce9c2e0
218,bDragons,10.579,22a27079-6523-4cdc-ae46-5f7e18c63a3c
219,bDragons,10.516,a5e36cc4-83e6-4749-8aa4-a964884ed208
220,bDragons,9.356,3a84d38f-412c-4e45-ba3e-043c3e246ea7
221,bDragons,7.609,5d0efd92-1e0c-489b-bd1f-55843c043fe3
222,bDragons,6.812,d6afc73d-6b16-4eb0-bec4-712439159a2c
223,bDragons,10.357,e4203605-f847-4b9f-a877-c6b280b88916
224,bDragons,10.34,37a4e113-a332-4006-81bc-35180f134504
225,bDragons,10.278,88fda4ea-5bd4-4548-b56b-b8276e5cc9db
226,bDragons,9.001,ee4c829f-084b-4a25-a660-f3aa0b9551a2
227,bDragons,10.587,96f7e2ea-cca9-4639-9d1b-9c59bcd474d9
228,bDragons,10.114,118f2b59-99a5-4578-8fdb-f0b454f86d3b
229,bDragons,10.251,2d09b92f-5a65-492a-a85a-a2ed7526e66b
230,bDragons,10.672,43a84ec5-4444-4a70-9c14-3a310ea9c2b7
231,bDragons,9.841,feb73913-1ec6-43da-9113-970b363dac99
232,bDragons,9.858,53244da0-6f4d-4a9f-9c6f-bb72c9fd8e67
233,bDragons,10.538,602d0b96-657d-47e2-9cd3-c54dd087115d
234,bDragons,10.232,841a440a-228c-4d2a-b2b8-0fc3b6b36066
235,bDragons,7.059,3cda91bb-ed3a-4b42-9f37-ed9b47d3b895
236,bDragons,7.699,dcfaa899-9336-4fae-add6-ba764a7a6211
237,bDragons,9.081,82aa7718-0aa1-4d95-be61-a6ca94f47021
238,bDragons,8.798,19766e56-ebbc-4244-b4b4-45db105008df
239,bDragons,7.116,ec5ac7cc-c062-4177-bdad-59a1fc391a99
240,bDragons,10.316,2c0cf5aa-2111-4f89-84fe-ced5071273f9
241,bDragons,10.71,17e6f65e-45cc-425e-8f4e-422d851ff9f0
242,bDragons,10.578,26e3a788-bf2c-4a61-9eb5-82cb5ce58e3f
243,bDragons,9.743,cb4df8c3-580d-4d1f-b44e-de5bb55bc094
244,bDragons,7.559,1334c5cb-0058-487f-a9b1-d423d92f8d52
245,bDragons,7.304,dc73263d-9465-419d-8ece-a37a8c0822cb
246,bDragons,6.213,bdacb969-f199-44eb-8f76-e92e16a80e22
247,bDragons,10.479,ca710765-2b4e-4eb3-8250-650da97e3c73
248,bDragons,6.517,86650a4e-3276-4ecc-a4ac-206ea68b8b98
249,bDragons,8.078,624f6ccb-225a-485f-b482-baa206aeae70
250,bDragons,8.829,a7fafd7d-399a-48b2-9103-67eca11dae89
251,bDragons,9.147,1f468aba-fc2b-4fdb-91e9-65b5788f9710
252,bDragons,7.441,03454788-02de-432f-8ab6-fe915977b466
253,bDragons,5.097,e2ece656-5d9d-4271-aec5-c47edcc36f18
254,bDragons,5.659,e8d8d8d8-130b-49bf-9e86-605f948c13e4
255,bDragons,4.416,855649cb-11eb-4070-8729-543f521b4b68
256,bDragons,3.971,b5717ea9-caf3-4107-8ba4-d9daed66b9e2
257,bDragons,6.361,4a0006e6-96e1-45c2-9541-7f2cac784e1f
258,bDragons,10.592,be7ee1cb-e7cf-4d7c-8a57-cbabad26023a
259,bDragons,10.924,ac802152-46a9-456a-88d5-05caf5ac6da6
260,bDragons,8.497,9514a262-1203-4147-90d3-571efe8b5d12
261,bDragons,4.678,069431cf-3bd3-437a-9a95-f627ec2bf55a
262,bDragons,4.58,7d9fcaa3-6aa0-442f-950c-be1d24955b12
263,bDragons,9.156,97b180d1-0674-4aa9-b2b2-1a1d54385e19
264,bDragons,8.047,4c72a3d7-8c58-4b44-b13d-66bf27857574
265,bDragons,9.892,a18496f3-bd1e-49df-bebf-010e971c1ae9
266,bDragons,9.357,3f2e073d-98ac-4bba-a165-0350ad5ec570
267,bDragons,8.448,d2a872b3-49ed-4fcb-9596-0c345cc1bf2c
268,bDragons,10.456,27f9ee30-3e13-459f-8570-f926a0f803f0
269,bDragons,8.504,e24bc897-b56a-48a2-b350-33b65cf2da5f
270,bDragons,3.959,1b76a382-0a65-4b27-9a88-f2576cc5500b
271,bDragons,8.234,e59e08b8-8f4e-4daf-b38f-b43df71caa6c
272,bDragons,5.774,8aa96033-2b5a-4fac-a9cb-886578b08947
273,bDragons,10.725,ff6e8b35-ab8a-45ba-92a4-cceacdf2d4b0
274,bDragons,7.503,e49c24e7-5bf5-4b2e-a407-778618675ef4
275,bDragons,9.806,67eb7208-d24e-4fcf-9ed3-1b3ba6c3fec7
276,bDragons,9.605,7e09bdd7-adad-4da9-93d7-bac131ee0545
277,bDragons,7.843,772e6ff9-724d-4f07-a949-fe1febde8176
278,bDragons,10.587,66822f20-8973-4393-b759-b4bf64c147ac
279,bDragons,9.506,c0d3ccf5-9863-49a2-a9b7-9a2ce8ef700c
280,bDragons,4.434,8e521959-abc6-4535-b973-33de391d1698
281,bDragons,5.439,4b085469-b85c-452c-8a18-0a4dffc230c2
282,bDragons,7.807,352b3c5f-1d44-44ca-8e09-8ea7c8c278a5
283,bDragons,7.414,eaed1389-811d-418b-8168-87ee7c33d2a8
284,bDragons,5.879,159a0725-c09f-41d0-b6bc-3d0dba636ab1
285,bDragons,4.608,ce6f9af8-27f7-4e21-acd1-3d27ef85c86a
286,bDragons,10.407,68ba4e88-546c-4af8-8c9d-a79557eac704
287,bDragons,5.615,6b8309f1-3a25-4cce-9294-58668073e246
288,bDragons,8.076,aca19fde-c9a2-4abb-bd0e-58590b1f475c
289,bDragons,8.678,76a0e73f-12b8-46ed-a286-70e942cc5390
290,bDragons,9.576,382ef10c-fb26-489d-aa6d-6127f16258b8
291,bDragons,10.976,5e849553-c22f-40b9-a3de-2f3aba130710
292,bDragons,10.507,8874d014-36df-4d0d-83c0-ab2d1fced544
293,bDragons,8.415,1233328b-2d9d-4461-b8e2-fa7dc881c7cd
294,bDragons,7.72,5b7241c8-8c3c-4031-8ca0-c4032d99e0b5
295,bDragons,9.191,1c051452-700d-4b20-9f24-ab5bfd5264aa
296,bDragons,6.398,6bd8fd3c-697f-4615-a6b2-7659027398ae
297,bDragons,10.399,d66bae1c-6d92-4ff4-b93e-0cec88950aa5
298,bDragons,10.492,967a354c-34d7-446e-8ae3-ddf89e2dd23e
299,bDragons,10.839,cadb112d-c50e-4dd1-95f5-49d60a21f940
300,bDragons,10.46,43c66878-6d44-45fa-9b9f-d84bfa04fc8b
301,bDragons,7.278,d3b0010a-54ed-45c2-83c2-2da92d4c3602
302,bDragons,7.52,de4646a1-1ad8-4f08-a8ba-f5c1a515069b
303,bDragons,6.006,294fc6c6-7557-4e51-81f3-2280fac1e11b
304,bDragons,9.6,fa313ffe-e0f8-4113-b897-59ba69b8b383
305,bDragons,8.309,87dbca14-18e2-4d6e-991c-37a9d28dc80a
306,bDragons,7.836,51b34e2e-34d3-4d53-88f2-a5d3da48084f
307,bDragons,10.672,a33ccb73-054d-423a-9a37-7d2c69a00215
308,bDragons,8.925,adbfa103-7fb0-499d-8a8c-511345608666
309,bDragons,10.612,498ae058-da43-4aac-988a-40a88796fdf7
310,bDragons,6.273,72317956-24a9-43d3-a72f-328367580403
311,bDragons,6.073,53f23374-c3e4-4fab-885f-ffcc2d988445
312,bDragons,5.861,152c6ea3-5f35-4fe9-b1b6-ac7802eefc42
313,bDragons,10.923,1df411ff-4a07-4660-9c45-aca19f53965c
314,bDragons,8.657,54a92673-fbcb-4441-897d-049cc0402018
315,bDragons,8.308,0c4d1717-ff47-44f2-82a8-42ec8636d3aa
316,bDragons,5.679,24960341-ddb1-403b-bd33-37b6690f909b
317,bDragons,5.53,4bce00e4-6725-4938-966b-33e448381d5b
318,bDragons,10.803,d4991f33-2667-4915-a2a9-9cd3009ec666
319,bDragons,7.42,881725c9-04bc-4d91-93f7-d63f9b7cd839
320,bDragons,10.518,29e3a7a1-4f7e-417b-a51d-896f4ab7a2fa
321,bDragons,6.139,538231cb-b725-4794-b4dc-105c4dfab861
322,bDragons,9.779,f4dfee20-61cb-494d-a26f-714a8da8dac5
323,bDragons,8.203,8808cafd-3089-4b2b-9237-89d376e730b4
324,bDragons,5.905,d316696f-9c5c-473b-934c-40797bebffa1
325,bDragons,5.872,956990a3-337c-4b0d-b680-9fac8bee13f2
326,bDragons,8.0,fafb53b8-00f7-462c-b620-07355e8ba77c
327,bDragons,5.71,65b31378-9d7a-4200-b580-51425a3f680c
328,bDragons,10.514,a10f6d86-dd0d-4e73-8d65-11454c5c19d4
329,bDragons,3.7,a10f6d86-dd0d-4e73-8d65-11454c5c19d4
330,bDragons,6.131,a3f52548-2e6a-49de-a7ef-79f90f36ada7
331,bDragons,7.304,a2794610-9309-48d9-8621-8f4cdaf306b7
332,bDragons,8.925,f295bfd2-e6cc-4e9c-b03c-ef6de2699c32
333,bDragons,5.415,5ab17bd1-4322-4710-a0e3-a8ef30c32dd2
334,bDragons,7.816,726806b5-cf47-46c4-b2e5-8f8a39be22b8
335,bDragons,10.941,fcc7cb6d-3317-47e8-a637-23e23f8e40df
336,bDragons,8.701,9554f941-3423-4538-8131-69aa46697fcf
337,bDragons,10.814,35444c77-2727-4ca2-89f5-dd1a3d2b5938
338,bDragons,9.792,7230866c-61b3-4e51-9265-9392d3abe3ee
339,bDragons,7.829,48723e48-5c02-4bbd-a61f-0824d70503ce
340,bDragons,10.373,31f40012-6d87-4055-b4dc-d735719ac353
341,bDragons,10.27,bf4ada7b-af13-4b77-9b23-f1a525d0bec1
342,bDragons,9.656,1f567d3d-5253-45b3-b3a6-2ec8840a0d5a
343,bDragons,5.631,07130e3b-fcc5-40b3-a5c7-737edd57f7ad
344,bDragons,7.234,e33a01d4-87e6-4d14-afc2-9ff4c343cb72
345,bDragons,10.267,14d598fd-16c3-4f15-8067-afa082723f02
346,bDragons,6.189,e048dcb4-7e20-4a1e-bd8c-5f101ff05330
347,bDragons,10.559,39a61b8a-9939-4c53-b708-8c50410aa022
348,bDragons,10.498,1a0a3da1-fedb-4e51-8055-8ff3e01c18e6
349,bDragons,6.911,db89b3b6-5196-40e0-bcff-bda2726c4bae
350,bDragons,5.834,68e8681d-9f5b-49f9-9bd5-d13f2cd9907f
351,bDragons,5.421,b65ce3ba-42bd-4acf-a7ed-64f6ff02eac9
352,bDragons,5.742,0ec91f5f-7251-4436-b277-a6e275da9aea
353,bDragons,5.746,1beda62f-1e25-4fc9-8346-e5ea2f7ae8ba
354,bDragons,5.509,360152f8-a0c1-4c6f-9dcc-07b44c6f0fc4
355,bDragons,9.748,21be60c3-b351-492a-88a9-1c7426cc8ad7
356,bDragons,6.166,02093aa4-f749-414c-9cc6-04b81ceea512
357,bDragons,7.244,7bc212b1-4e07-4ca9-b8fd-1903450e1d7c
358,bDragons,5.944,36b4d181-b649-4ad5-87f4-544c5d1fb5c1
359,bDragons,10.239,d34d9bbd-d8e3-4a4c-b6a8-cd0a660ef70f
360,bDragons,10.08,1d8de5a1-ece8-450f-b5bc-35f786348471
361,bDragons,7.091,b5c5737c-ad2f-4ece-85cb-174d02077ea0
362,bDragons,5.84,c8b46cb4-dc3f-48ba-ac99-6be0a19b8fef
363,bDragons,10.413,0b45e19b-50a2-41ab-95f3-6e73d031ba4c
364,bDragons,10.283,c69ca671-b5ee-4217-bd1e-cbc8d373a3a7
