game_id,total_monsters_b,total_monsters_a
09e48a6c-1daf-4fee-a899-5cc9d5f4dc9c,1.0,0.0
0a019060-0aad-4f15-8dbb-404748191942,1.0,0.0
0a0fa9c2-7446-489a-86e9-831600a4703a,1.0,0.0
0a599a50-7052-4f68-bed3-154943cced39,1.0,0.0
0a638566-02d3-4f36-9262-360deea8e4af,1.0,0.0
0a6f2c3f-9dac-4708-8997-e232fc2974d8,2.0,0.0
0a869cf8-8861-4311-8f4c-9aad6fb4f0f1,1.0,0.0
0a8762e8-7bd3-42e1-8b45-9bcb1bc7d4c2,1.0,0.0
0b1f8754-8603-4550-95ff-1a9bdd8ac6c7,2.0,0.0
0b45e19b-50a2-41ab-95f3-6e73d031ba4c,1.0,0.0
0b62033e-81c4-42cd-9bd2-a9ccd9d8f9dd,1.0,0.0
0bb61851-618c-4e8d-918f-398460f5458e,1.0,0.0
0bd27aad-9941-4eaa-a2ac-687327642580,1.0,0.0
0c1eff0e-a7f0-4bc7-9a6d-50bbac0dca01,1.0,0.0
0c2c27fb-003c-48ea-af62-b2750f9eaa9f,1.0,0.0
0c2d64ba-9cd4-4722-a1d3-ed60c3cb6842,1.0,1.0
0c4996ac-09f1-4759-b7ec-3fcb0a63d721,1.0,0.0
0c4d1717-ff47-44f2-82a8-42ec8636d3aa,1.0,0.0
0cdd2de7-c841-4ce2-84b4-e55e7ab6361b,1.0,0.0
0d4f4ef4-af77-4e70-80dc-71d381390eb7,1.0,1.0
0d5b5202-dd16-419a-ad64-0b6ca355e7e2,1.0,0.0
0d7206c9-cf88-4bbe-8d85-bfe41a6a763d,1.0,1.0
0d8d6387-0762-4d8b-a4bb-1b5a0655b766,1.0,0.0
0db99b28-0658-43ca-bace-c8d5b40b1232,1.0,0.0
0dbc4b47-7131-4e4a-ae58-4295735a04f9,1.0,0.0
0e196933-5466-4c2e-b7b7-6a8067cbd74b,1.0,1.0
0e1b8388-b14f-4700-8492-2ab2e5ab59f5,1.0,0.0
0e202eab-642b-4e7a-b650-bf342c41902f,1.0,0.0
0e6d3b37-fa0a-49c0-b758-f97d2137f1bb,1.0,0.0
0ec91f5f-7251-4436-b277-a6e275da9aea,1.0,0.0
0ede8cc8-0eec-4e3a-ba0c-be5250093c4b,1.0,0.0
0ee9710b-0402-4da9-9504-45a0428a4636,1.0,0.0
0f1f7a59-7adc-425e-a49e-3971dea68996,1.0,0.0
0f2673de-9daa-45fb-9e9d-3dac5831b88c,1.0,0.0
0f2a6e3c-61f9-431b-9438-c0497c0d2498,1.0,1.0
0f39c5d4-0884-40fb-8f52-c56a6df565a5,1.0,0.0
0f884e4f-80dd-4b80-b35f-405c9538a6d4,2.0,0.0
0fdaa90e-2850-49bb-98a5-18baeabe217e,1.0,0.0
0ff0ab6f-b7c2-432e-8a81-7774470c730a,1.0,0.0
105375e8-f89c-45f4-86f4-f9150a9d73d2,1.0,0.0
105b162f-15df-4b2e-8bc7-0dfe08bbdc0c,1.0,1.0
10633b86-470e-4ef1-b3f0-343e5679c2a2,1.0,0.0
10743f56-1bd4-4a65-95b9-350c05e7cf99,1.0,0.0
10e025bd-b666-47b9-94c8-fae30436dfdc,1.0,0.0
10ec081a-67a0-4574-af6d-347dc9338b72,1.0,0.0
11316910-5046-4bac-9884-66aa1ad19070,1.0,0.0
11355c0e-0368-404d-9b4e-c4a1804e9106,1.0,0.0
11483366-386e-42f8-b274-56f5813bdc67,1.0,1.0
117daf16-d936-41a2-8860-c5982be08b4f,2.0,0.0
117ed826-9cff-42c1-9f94-25b83f924077,1.0,0.0
118f1485-a644-4f48-a894-d78c9746160c,1.0,0.0
118f2b59-99a5-4578-8fdb-f0b454f86d3b,1.0,0.0
1191c84c-fe3b-4a54-b762-3ad555a8f4be,2.0,0.0
119cd5a8-b020-41dc-adb6-eeba9e4dab49,1.0,1.0
11c11d75-a05a-4570-a486-39dfa04a1a38,1.0,0.0
12207537-0792-48cd-bff2-ad88535324e1,1.0,0.0
1233328b-2d9d-4461-b8e2-fa7dc881c7cd,1.0,0.0
124c7c97-23bf-4069-9ec3-9b6edb840ab9,1.0,0.0
12935f17-754a-4e4d-b2b5-8ac1f416e748,1.0,0.0
13052cd3-b562-4fe8-a109-6454f1c8c4c7,1.0,0.0
1305beb5-b137-4b4e-b32f-b3e437b593f3,1.0,0.0
1321d63b-1ed3-478b-9e22-9e1c24e3cdad,2.0,0.0
132e418a-86de-4339-ba21-f89c5ed238a9,2.0,0.0
1334c5cb-0058-487f-a9b1-d423d92f8d52,1.0,0.0
134388b2-c8dc-42d2-9fe4-e616f3c8605f,1.0,0.0
1353329f-4596-4395-81d0-775ffa1ce0bd,1.0,1.0
13634a93-4bfe-42a1-9f9a-d11ee5e84330,1.0,0.0
136ea9b0-1974-4e8f-bc11-d3c1b35b39fe,1.0,0.0
13d5f74c-dd8d-4722-9806-c2b74373a482,3.0,0.0
141d12b8-ad8f-4efb-b8ce-706a88972854,1.0,1.0
144d0dda-2a83-4a19-a0ef-93e386356ba2,1.0,0.0
14b33f73-a553-44ff-92b4-55679af47e4d,1.0,0.0
14d598fd-16c3-4f15-8067-afa082723f02,1.0,0.0
14d9fc66-7c53-476a-8c2d-847ad8aaebc3,1.0,0.0
151748b4-f40a-4656-bdf3-aba6e98cc371,1.0,1.0
152c6ea3-5f35-4fe9-b1b6-ac7802eefc42,1.0,0.0
157bbd18-8b8e-4afe-a2a2-7f89c32dbc17,1.0,0.0
159a0725-c09f-41d0-b6bc-3d0dba636ab1,1.0,0.0
159e17d0-82e9-4e68-9c6c-97e356e1e030,1.0,0.0
15dcd96d-4985-4236-b29e-8bebe9aadb0c,1.0,0.0
15f25d53-1f2f-449f-9c41-c18a971df30b,1.0,1.0
1665f153-0f5f-4e1d-981e-c6a7ac9a4ccd,1.0,0.0
16c5dc96-25c8-49bc-a74d-6a7f4cc2cad6,1.0,0.0
16fb100b-0542-4682-997c-7747fd29be50,1.0,0.0
17438246-ce9e-40f9-bea5-9bdfb05024aa,1.0,0.0
17636ae5-a67f-4859-ae8d-f0dd129d2d67,1.0,0.0
17642831-a8d6-4d89-868f-42dafa22bbf4,1.0,0.0
177294db-8d51-4590-951d-2921b2c04852,1.0,0.0
17864e47-e4ec-4b31-a4fc-db5adc8dcdbc,1.0,0.0
178be4ce-020f-4c8a-83e7-24e0f373b251,1.0,0.0
17b799a3-9737-41ec-9d71-da1f88b644c5,1.0,0.0
17e6f65e-45cc-425e-8f4e-422d851ff9f0,1.0,0.0
17fadb00-06ee-4211-ba31-b0a234e187d8,1.0,0.0
18032ea0-0cf1-4f3c-9541-4e8b5a7e849a,1.0,0.0
182fef33-6418-4782-b2ef-4607832b16ab,1.0,0.0
1883ee4d-8acb-4277-9169-201e54257546,1.0,1.0
1895ed9c-ac50-4b6d-96c4-d065fdcc27cf,1.0,0.0
189690e1-99de-4f2a-a479-004245fb9c7c,1.0,0.0
18b1e8e2-8e0b-40b6-893f-66971bb2166e,1.0,0.0
1902b208-fc76-44e8-91ee-9a30f2e21b22,1.0,0.0
1954cf6b-d6ff-4cc5-bdab-a6f155a9be7f,1.0,0.0
19675cf8-2129-4018-ae7b-a168f3e4fec9,1.0,0.0
19766e56-ebbc-4244-b4b4-45db105008df,1.0,0.0
197be2e1-5779-4cc2-9161-7391a2eba2a0,1.0,0.0
19972125-eff9-4d41-8b84-a0356c58e722,1.0,0.0
19a16776-767d-48f5-b45a-76e2a2f97ea9,1.0,0.0
19a8ec9c-065b-4fdd-abd3-ba4c4174f06a,1.0,0.0
19af432a-e547-4c49-881b-1b676796c960,1.0,1.0
1a003467-fc75-42aa-9f8f-d2b1cdebc2d5,1.0,0.0
1a0a3da1-fedb-4e51-8055-8ff3e01c18e6,1.0,0.0
1a286377-a742-4684-95ab-ca257d3c01e9,1.0,0.0
1a2d1d80-865c-4ca6-8723-f01c02cbfaad,1.0,0.0
1a333215-72b5-4afa-a41a-a603f8ccf719,1.0,0.0
1a90d973-5c6a-455a-9b93-668b3496c775,1.0,0.0
1abca37b-a47c-4038-91cc-9cd2ad578434,1.0,0.0
1ad2a11b-f6b2-4540-8316-73552b19e8ef,1.0,0.0
1af75c41-b7af-471b-872a-9af5a9b44be7,1.0,0.0
1afb4ee3-5b91-403e-a8e0-7bb3cb47285a,1.0,0.0
1b0b1a47-19a4-4eea-b9cc-683ada5dd602,1.0,0.0
1b2e9175-bb0e-490d-bc3d-1dfea4f79bcf,1.0,0.0
1b62af54-e2e5-47ce-b71c-956593632331,1.0,1.0
1b62e28d-4f6d-4d74-ac6f-8acad860680a,1.0,0.0
1b76a382-0a65-4b27-9a88-f2576cc5500b,1.0,0.0
1b811121-0bbf-43ae-9665-ed5da5843144,2.0,0.0
1b88dcdb-4123-448e-a558-81f214f1792b,1.0,0.0
1beda62f-1e25-4fc9-8346-e5ea2f7ae8ba,1.0,0.0
1bff4f6f-8311-440e-8168-44866583e259,1.0,0.0
1c051452-700d-4b20-9f24-ab5bfd5264aa,1.0,0.0
1c1b674d-b282-43d6-90d1-83c82d0c85f7,1.0,0.0
1c57e73f-53ed-4d6a-9908-18db80a13f9b,1.0,1.0
1c689dd4-9dee-4ce5-8ce4-c949d2882ef7,1.0,1.0
1c6d8370-585a-4506-a935-d7bd68f8ad83,1.0,1.0
1d6f58e0-cc8a-477b-b40d-c2e054fec26e,1.0,0.0
1d8de5a1-ece8-450f-b5bc-35f786348471,1.0,1.0
1d97f18a-3564-4b24-97be-9f194a366dfd,1.0,1.0
1df411ff-4a07-4660-9c45-aca19f53965c,1.0,0.0
1e45adba-6390-42c6-9d12-5c138ffe8c20,2.0,0.0
1eb608cb-6dc8-434a-aaa4-9dab01375779,1.0,0.0
1f1d71d7-8a79-4b42-82ca-f83925ae866b,1.0,0.0
1f2dd866-5e1f-4359-9108-02e64afb4143,1.0,0.0
1f44d0db-ae80-4d30-883e-3de701a89b4c,1.0,0.0
1f468aba-fc2b-4fdb-91e9-65b5788f9710,1.0,0.0
1f54100d-1dc1-455e-a72d-8c22330ceae5,1.0,0.0
1f567d3d-5253-45b3-b3a6-2ec8840a0d5a,1.0,0.0
1f6e9317-e9c6-4c23-a5bf-b8fc26695ca1,1.0,0.0
206d3677-b796-40e4-814c-efe0628bf8cc,1.0,0.0
20f2c248-4d27-46c1-9f21-dbfca0439e6b,1.0,0.0
20fcae79-392d-48b7-adb5-c1589c750b0d,1.0,0.0
21017ffc-58fa-4308-97b9-2a2ea6fc1dc3,1.0,0.0
210ec95f-c56b-416f-9460-715be825a98d,1.0,0.0
21293eb0-5df8-48da-9dce-483fda3bd45d,1.0,0.0
21614312-ab22-4d71-8a7a-e1ddbbcba022,1.0,0.0
21be60c3-b351-492a-88a9-1c7426cc8ad7,1.0,0.0
21e4c245-b8a0-42d0-a6e5-57b978900a06,1.0,0.0
22249265-702d-405b-9b70-4656303b2861,1.0,0.0
224f5ac4-2d42-4ded-a956-1e117f1f2775,2.0,0.0
2257d5dd-7217-4ce1-84b3-984c8c79c935,1.0,0.0
226de6c0-181d-45b7-8c21-c986cab49521,1.0,0.0
22736658-f573-43f8-a0af-0cf7f2003039,1.0,1.0
2280f270-5978-4470-be1a-752e10b5ec0b,1.0,0.0
22a27079-6523-4cdc-ae46-5f7e18c63a3c,1.0,0.0
22a3b8da-290e-4da5-9a65-97b6e2131a4d,1.0,0.0
22f47585-b42f-46e6-aa1b-f3a8197034c8,1.0,1.0
22fc8402-9e94-4a1f-85ab-a10a25cb61b0,1.0,0.0
22feafa5-29be-42b0-86f5-7f0b81db29bc,1.0,0.0
23551609-386d-4447-941f-d81762fb0c72,1.0,0.0
236897be-d91b-4f30-a115-4d6f963bca09,1.0,0.0
2384bef4-071b-46c9-a331-a01a3ee838ef,1.0,0.0
23caeea9-626f-4469-9dee-1be193cf119e,1.0,0.0
23cd2f84-c1e4-40db-ab8c-eb85744a7865,1.0,0.0
23d96be2-04a8-48a3-8e22-54f2532c3a38,1.0,0.0
23dc8611-74f3-43e0-9195-9d80c6d1f103,1.0,0.0
240a9a46-456c-4402-9f30-5bb4d85be978,1.0,0.0
2417a9cb-59e9-4ed4-9560-440af1fac710,1.0,0.0
2451fff9-fd1f-4714-aa03-bc011de2fe16,1.0,0.0
24960341-ddb1-403b-bd33-37b6690f909b,1.0,0.0
24d97f13-54c4-478f-8d6b-01d92b7c99fc,1.0,0.0
24e51a5a-abcb-4ad1-9355-8c0cd23ff40f,1.0,0.0
24fdef64-1427-476c-ba93-c96059f125e0,1.0,0.0
2500ef6f-d48c-457f-9f6f-8e51b8eb4ee7,1.0,0.0
251b7543-0a3c-4597-8cb1-04a3c3fcdc47,1.0,0.0
2524988d-dad6-4f42-9103-67ae70a41874,1.0,0.0
257a8453-0ef9-4792-b2ea-e5c18200c8b6,1.0,0.0
25818585-d9b1-4834-820b-83933ccdb855,1.0,0.0
258c77d0-6226-4243-892a-8d9de5a5b401,1.0,0.0
25b5483d-9331-4f0f-8d4e-07e1e352715b,1.0,0.0
25f88cee-9f0e-44e9-8b2a-14e6f65edf55,1.0,0.0
26634c24-d84f-4bff-a70a-1f9748501fad,1.0,0.0
267522d4-92ac-48e9-8de4-a5e84c43879a,1.0,1.0
2678d25c-d695-4214-9789-d9e2a54ef4a1,1.0,0.0
267bca03-d07e-4367-8360-92eb80c69e84,2.0,0.0
2694e3bd-bf43-49f2-8174-de1a07822167,1.0,0.0
26ab6284-b8c7-4589-9b19-f93e0ea00e9d,1.0,0.0
26dbb01b-4189-44de-965f-02a98309798c,1.0,0.0
26e3a788-bf2c-4a61-9eb5-82cb5ce58e3f,1.0,0.0
273771c3-4c78-4b5e-a64b-471ef266b107,1.0,0.0
274d3473-7631-44dc-9463-f28e66d739f4,1.0,0.0
27ae35a2-b08a-4c60-9b45-45c11ce3867c,1.0,0.0
27f9ee30-3e13-459f-8570-f926a0f803f0,1.0,1.0
2819e6a3-42ad-415c-98f5-b57d7ed2753c,1.0,0.0
28264fa1-c74f-48c7-baf9-03967f97316a,1.0,0.0
285e8b8c-8aeb-40db-916e-c61dbb14dc3c,1.0,0.0
28730e2e-a5ef-4171-bc58-2503ce5adf01,1.0,0.0
289427e6-7e4d-48b0-8313-419ad4d5c6e8,1.0,0.0
290592aa-1512-49e2-a6e1-5d53373a1f7a,1.0,0.0
2924a8e9-6cb6-4d53-8466-b006159d7ff1,2.0,0.0
294b8a3b-ecf4-4e4a-a875-ab1d841e2db1,1.0,0.0
294fc6c6-7557-4e51-81f3-2280fac1e11b,1.0,1.0
29aea16c-dd6a-40ef-95c4-2f476a83240a,1.0,0.0
29de4c5a-903f-45a8-b91d-d4c9e2aa47fe,1.0,0.0
29e3a7a1-4f7e-417b-a51d-896f4ab7a2fa,1.0,0.0
29fb295a-7ffa-4a21-8a87-02990e590c2a,1.0,0.0
2a017105-9972-40ec-b4b6-430c34af92ae,1.0,0.0
2a504003-dfd9-4b08-885c-5baa1378f891,1.0,1.0
2a57c618-306a-42df-ac24-085b52d71974,1.0,0.0
2a60f1f5-8702-4b12-8bc2-2c58ad064608,1.0,0.0
2a71f9e0-4d4d-4aef-8780-a738d65ce4b1,1.0,0.0
2a7e2cb1-5ac2-4ea2-bd18-0b261e43345a,1.0,0.0
2a7ef901-fe03-4c81-929c-53630ec100c7,1.0,0.0
2a809ee5-4aeb-4fff-a744-9269daffbf8d,1.0,0.0
2a8fed39-b470-472b-adcb-63411315ac43,1.0,0.0
2ad70d61-355f-4bf4-8590-0584505f729e,1.0,1.0
2aede88f-7c6d-4b42-927c-3c9747b658b5,1.0,0.0
2af8544b-fc45-4db4-9301-4c4c6f940f1e,1.0,1.0
2b3d48a3-4d18-4202-9507-e7af1ae4172b,1.0,1.0
2b48c8cb-d8bd-4da8-8d96-74a732a74f4d,1.0,0.0
2b683fcc-1b79-4d30-bf30-6e29a45e8a1b,1.0,0.0
2ba84ed5-7c82-4509-8e1a-52e37b362150,1.0,0.0
2bba73db-aca1-40da-9914-7532d54ecb63,1.0,0.0
2bf89e82-49a7-4e63-ad8b-661801cbd706,1.0,1.0
2bfb8e00-05c6-4b14-a14c-0b378e1e03f2,1.0,0.0
2c0c0830-d600-4a51-bd11-17f553e1b8e5,1.0,0.0
2c0cf5aa-2111-4f89-84fe-ced5071273f9,1.0,0.0
2cdbb6a3-6e22-4b42-9064-ad6d88f0f110,1.0,0.0
2d09b92f-5a65-492a-a85a-a2ed7526e66b,1.0,0.0
2d2391c2-92e6-4267-89b7-abfc89ed6907,1.0,1.0
2d2e88d8-5e7c-4cf6-bf55-20e18ed8d9d6,1.0,0.0
2d33aa7c-d950-4f34-b368-3fb6be93c226,1.0,0.0
2d8f372a-70ec-484a-bf59-e4b3ea06ad29,1.0,0.0
2d9ea686-961d-4e79-a98a-08664c9ffd9a,1.0,0.0
2dc8fd79-5f9a-4b26-a47e-eed66ef0f120,1.0,0.0
2dcc1d7c-30a5-4d0a-8e5a-f0e90dcb1711,1.0,0.0
2dec7117-d4d2-4f0a-81ff-2893ef42f970,1.0,0.0
2df070fa-9642-4ad9-b079-cf4d0efe0f23,1.0,0.0
2e140f7a-376f-4429-9703-2f6970e8c1af,1.0,0.0
2e929b25-7d87-41d5-ae8b-a8853048f125,1.0,0.0
2ebe580f-d68f-4f62-a3ee-d75d0089f1ae,1.0,0.0
2ed4c2cf-8fc0-4837-be3f-6414f862812e,1.0,0.0
2f095963-475d-4fc7-bf50-d5acddddc5cf,1.0,1.0
2f32a3ce-1769-45a3-83e9-f2acfec272d7,1.0,1.0
2f4083d3-544c-4d24-bcf4-66310dab6014,1.0,1.0
2f456fab-10f7-4c47-a15f-edc3e1fb3ba9,1.0,1.0
2f5d47f6-6c5d-4e48-b549-b92f442e2d02,1.0,0.0
2f7b8398-3bf6-4b13-b5bb-eac27c8cec64,1.0,0.0
2f7d7bcf-63b5-4cde-af9a-4162f90f6446,1.0,0.0
2f94d394-6c18-488f-be92-ba7f9d12783a,2.0,0.0
2fd1371b-bd3d-488f-bb54-3c5f1a810aba,1.0,0.0
2ff17032-a92d-4923-b6b6-8276ca65b455,1.0,0.0
3016a0dc-7898-43ca-9410-3c81433d5e22,1.0,0.0
302aeab9-a6cb-487e-b4de-636fdc7d62f0,1.0,0.0
30544ae5-d56e-4aac-992b-f9c5d6f547ff,1.0,0.0
30823502-c291-43dc-9df0-be1dd189919d,1.0,0.0
309ae3f7-3bb7-4500-8c9a-2787e162a9ce,1.0,1.0
30c515bb-60fe-4b8e-9b5d-1c8aeafa6599,1.0,0.0
30f02a9e-0873-4a10-8ce5-f909e8feec9b,1.0,0.0
310fd098-244c-4327-ac2b-dbae858fc583,1.0,0.0
3128a791-e562-4e08-b519-8e7c4d5968e7,1.0,1.0
313af68a-6c5e-4833-8331-4f64bd5589d1,1.0,0.0
3199a803-32e7-4c66-b052-f274803cc4e6,1.0,0.0
31abfb4a-93cc-4250-a917-bcc628bf5f03,1.0,1.0
31cf4ee0-54b9-45f2-8d8c-0f0c89e8fb83,1.0,0.0
31ebc50b-3341-416d-a930-807ba8b3fb3c,1.0,0.0
31f40012-6d87-4055-b4dc-d735719ac353,1.0,1.0
322717c3-06e5-434d-bf92-47f96e54c774,1.0,1.0
324023f1-c6f0-4c40-be3f-e3cf228c5671,1.0,0.0
3298d68f-c18a-47c3-bc2b-8bd1cfe43f7c,1.0,0.0
32a6179e-e2a0-4027-bf84-b181bfc15ead,1.0,0.0
32cd2dc6-a735-4318-b4cc-d82ab88e6995,1.0,0.0
3324c691-0e96-479e-96f3-685fa6477d88,1.0,0.0
337e9caa-4c5a-4e10-a4ed-7e7024d41ccc,1.0,0.0
33b893aa-d99b-4108-bb9f-b3283b59feb6,1.0,0.0
33dfcb81-e5b7-4c52-9094-7df38a473498,1.0,0.0
3422e7fc-1d74-442e-9ea6-ee95d9b0528d,1.0,0.0
3433f1da-c462-47ee-ac79-3a7d7ba88cfd,1.0,0.0
346bd769-5147-48f3-82cb-ec2429fd3234,1.0,0.0
34898330-7fc7-4a29-b34c-30356cb80ee9,1.0,0.0
34d05c21-41d0-49d9-8de7-863fb4242092,1.0,0.0
34d8f818-2076-4c49-81fc-b01fc074cf86,1.0,1.0
351e1969-77a2-4a72-9574-89b2e10eea92,1.0,0.0
352b3c5f-1d44-44ca-8e09-8ea7c8c278a5,1.0,0.0
3532a783-1b8f-4953-aa53-88806626e0f5,1.0,0.0
353b22ab-5d17-408a-9d2f-b41b82cd13b6,1.0,0.0
35444c77-2727-4ca2-89f5-dd1a3d2b5938,1.0,0.0
35503807-f134-44ef-892f-bcf9c19fbfe7,1.0,0.0
357739d0-f5e7-47f3-a92f-57f8c777b459,1.0,0.0
35b14821-4f51-4708-879d-4f0faaa46092,1.0,0.0
35b8a212-d1cf-41ae-9272-b4efd647cf3d,1.0,0.0
35b99147-3f6d-4fc8-b42c-796eddba80f9,2.0,0.0
35bce148-9832-4727-bec4-d99ea852aee6,1.0,0.0
35f983a4-2aef-4acf-b00f-33765c856a43,1.0,0.0
360152f8-a0c1-4c6f-9dcc-07b44c6f0fc4,1.0,0.0
362b74b6-38ad-43fe-8dfc-18aa95551800,1.0,1.0
364e5c4a-afae-409d-b900-c343fc09c5c7,1.0,1.0
365422f2-cd49-4b8d-a8ff-fe74d0a18588,1.0,0.0
36b4d181-b649-4ad5-87f4-544c5d1fb5c1,1.0,0.0
36bea89b-108f-4b41-b93b-d2d3def77607,1.0,0.0
36fa8de0-dd63-4fc3-9345-2ed6ca51f2d3,1.0,0.0
37561cdd-300b-4d37-8ca2-4c700a86a8ef,1.0,1.0
375cdaca-4add-47c1-a70e-81895099f931,1.0,1.0
37a4e113-a332-4006-81bc-35180f134504,1.0,0.0
37c1662b-11ac-40e6-b99c-dd1ada5e7f69,1.0,0.0
37e50f85-2763-4224-aef7-b959e9104d75,1.0,0.0
37f4cef5-6dbb-4de4-8c1f-02fb2a913ccb,1.0,0.0
380696d6-bc96-4ddb-9b4f-97daabcd88d7,2.0,0.0
382ef10c-fb26-489d-aa6d-6127f16258b8,1.0,0.0
383873e7-cf78-4a33-9f88-f7e58c5f763c,1.0,0.0
384e7c92-d455-4be3-8210-9f20debb3cd8,1.0,1.0
385a7492-8ca7-4e5e-8014-7f12c45c8b54,1.0,0.0
386e47b7-fafd-4fac-951c-dd52d6e35e93,1.0,0.0
3890547d-15b8-4117-935d-3837da945ab9,1.0,0.0
38ab4c8f-d553-4981-9915-53da262ae957,1.0,0.0
38d0ef63-5b3f-4c8b-8a5e-bde38d17c2a6,1.0,0.0
38ebfb11-28e1-478d-906a-81cbee52334a,1.0,0.0
38f6810d-1601-425d-820a-afd37eeac4e6,1.0,0.0
396ca834-65c1-4fb7-9ead-bb005ee2a173,1.0,0.0
39724f26-4251-4a9b-b3a9-76c1710050af,1.0,0.0
