game_id,total_kills_b_team,total_kills_r_team
033fd596-701b-4efa-944d-67bdf351f34c,3.0,4.0
035369f4-4c29-452d-9fa8-88f5e7947a7a,2.0,4.0
03685916-74e8-4625-bc29-8dc9f5f2df4e,1.0,1.0
036d4287-89a7-434a-bdc8-0f9c2d6d0d18,4.0,0.0
037b1f25-7d06-4ea6-9a88-648e2672dcf6,2.0,1.0
037e4e9d-a057-4dc7-9671-7b81c6084176,4.0,0.0
0380ae82-389e-496c-9a06-1f0c65623a9b,10.0,20.0
0386c0fe-8ece-44d7-818a-2933af318ef9,4.0,2.0
03955467-1537-4213-bfe2-56566d363f22,6.0,1.0
039b12a0-9cc4-43d8-bbd7-2192a6b99b21,2.0,0.0
03a25fb4-ef41-47ad-9d7b-b9896d05aa8d,2.0,0.0
03db2a83-515f-4200-b708-3ee015386a5c,4.0,0.0
03e59f2e-e4e0-435c-8a37-875a7d3ca0fb,4.0,4.0
03f184c2-7070-4d6d-9e28-b460825d6e91,6.0,2.0
0429a4b3-3c36-4fb4-b86c-9f3332a329f7,4.0,3.0
042ef687-9ff7-48bc-a5b8-63cf8f503538,4.0,4.0
04306e6b-1eb4-49e4-b6fe-6392545accbd,6.0,0.0
043099d2-0657-4804-9b96-12be06bad44a,6.0,4.0
044808b9-c8f8-4e19-b925-3a728cb8c7dc,2.0,4.0
04482a1e-86a0-41ae-ac06-75b12688541e,1.0,0.0
044d52e1-eb0a-45b8-a29e-bed71d6f0dc6,4.0,4.0
046084d2-1959-4459-8b47-61a87324a4a5,8.0,16.0
0460d530-bb0b-46ef-8cff-e104da5f6fe2,1.0,2.0
04927cb2-2730-4266-a6fa-81f77500c93b,1.0,0.0
0494b0b9-774a-43e9-a55c-01e6226aa020,4.0,4.0
04992c7d-a817-4f67-bc9b-c49b9b4dcdb9,6.0,4.0
04a411cb-195d-4bb5-88e4-8061b21d77c9,8.0,6.0
04c35b2f-60c5-4586-8e69-cb05258309f7,5.0,4.0
04c82675-dab6-4b9b-b801-d69bb8d8f7b7,1.0,0.0
04ce5a2d-9682-483b-9254-24b072906e10,1.0,0.0
04d44493-2c90-4da0-8649-fa6dd0b95aa0,2.0,0.0
04d821fe-0619-4608-bda6-4095a7b4faa9,4.0,0.0
04e608cc-0640-4e4b-a40d-3a54960bfc70,2.0,2.0
04ee654e-b9c5-4d5e-87d5-514b2d8264b6,2.0,6.0
04f7dc23-a30e-4c61-9085-c3762304b012,1.0,0.0
050d43b0-c900-4840-b6ba-7d5f53101784,8.0,4.0
051b3d28-c7ea-4596-99f6-c6cecf86ecba,2.0,7.0
0535d5dd-671a-49df-af0d-0939bdc4597f,2.0,12.0
053616db-c841-4fc1-98b5-818b4a2da949,2.0,3.0
05369c86-838b-4200-aaf3-9fb1ced99b12,4.0,8.0
053ad12b-6595-40da-9409-ea653f6cd32a,1.0,1.0
0542d35e-da69-45f6-8ee0-d4cabf532109,10.0,2.0
054ebbd7-77be-4949-a614-252710939b7c,2.0,0.0
05558fa7-56d3-4a08-8999-4e0d4b9d6d49,8.0,8.0
05604f79-0e2c-4eb1-abe8-b88157267058,1.0,0.0
05610eff-b596-44aa-a30a-55a1b717b7e8,2.0,4.0
057d2f18-8dd2-4202-99a7-405fe121e563,1.0,4.0
05985b88-bd87-410a-a74c-7ce7b00c37a2,1.0,5.0
059ad705-7338-4b10-84ac-08a7f78d2370,2.0,0.0
05a6cfdf-f675-40ee-a579-606b1ac06a1d,2.0,0.0
05b13c64-9643-4243-8b3f-f748d7218708,2.0,1.0
05b9326d-d4cb-4cf7-bb8b-1da4166b4487,2.0,3.0
05c2ae4b-d147-4e84-a99d-f9214165088d,2.0,4.0
05c832d4-617e-4517-93f7-4bbadcfbc003,2.0,4.0
05e6ea57-5a5d-4964-b6c9-0335e47b0627,8.0,2.0
05fcd0f1-7971-486d-a6e5-ce892414bb6b,5.0,2.0
06025df4-ad24-41c4-9341-252bb67dd2a4,4.0,10.0
061af272-5f63-468b-9e70-6288d905ee79,4.0,2.0
061b7824-09b5-4b5f-a121-c83f7a70f08e,8.0,0.0
0636014b-1b0a-4863-9378-9eb39df64a48,1.0,0.0
069431cf-3bd3-437a-9a95-f627ec2bf55a,8.0,6.0
069cf8d5-f875-47ce-866a-bbbaee051e6b,4.0,2.0
069ddff6-1659-4cea-a075-bb41fd2f6ff7,6.0,2.0
06a79965-8891-4555-ac5a-051a3cd8dbee,3.0,1.0
06c33847-fbbd-45be-b3ba-1e0b3b973c48,2.0,2.0
06cde497-7daa-4fcf-bf8d-5bf802c9a213,10.0,4.0
06da3d9b-df2e-4cdd-b5eb-2c73f9547971,6.0,8.0
06ec45b8-0603-43ec-8bbc-f4a8459ff9a1,2.0,0.0
06f882c6-677d-4238-87a6-8027f2d55895,1.0,0.0
06fa7b0f-219f-453c-8f32-81750ba6f885,10.0,6.0
06fddcf8-d7ac-4c24-997d-542e4dba1a56,1.0,2.0
0706a167-65c0-44de-9684-a6d14f89748d,1.0,0.0
070c910c-33f3-47fa-a547-8e35792a65ea,2.0,4.0
07130e3b-fcc5-40b3-a5c7-737edd57f7ad,2.0,2.0
07365acc-0063-4a45-bcfb-b56ab101956c,2.0,2.0
0756b294-1a94-494e-883a-5734277dbf19,2.0,2.0
0760fe23-17d9-4778-aac7-12cc96840bb2,2.0,0.0
077a83ca-69ec-44da-9f2c-7fd3cb6df7ed,2.0,4.0
077bad19-9a5e-4af1-b725-2b90d6f3a7bb,4.0,0.0
077cc5a6-b51a-4ee4-a345-c26d05c4b6ab,1.0,0.0
077cf0d2-8fe3-4c69-94dc-5df329e7fde1,6.0,2.0
078084ad-0dc9-4214-a084-2fce850c4ed4,1.0,3.0
0786ca00-0604-4b74-a9c9-e50b4ec7ee64,1.0,1.0
078d4b8e-383b-4ba3-8949-f8b58818e8b1,6.0,2.0
07996e24-a76a-430b-8d30-5891d29d72f7,6.0,4.0
07a86398-dea6-4cf2-95a9-7f52041ac8bf,3.0,0.0
07c602a0-4a58-4367-af0f-983d615c383c,2.0,4.0
07dae07b-74c6-4258-9d88-51c8d7d774ef,2.0,2.0
07ddf291-9f78-4424-b525-d49a6b656ca4,1.0,1.0
07deaf94-b2a7-4898-8bc0-bdf3797f06dc,6.0,5.0
07e2eccc-6fc4-4f69-838d-e0be2bf93e1e,6.0,6.0
07e304fa-0d7b-4c47-afc4-93a00e4c8b37,4.0,2.0
07e689b7-b20a-440a-9100-be1538f6b24d,4.0,2.0
07e81caf-24d8-483f-8e46-2f9e4071a2c9,1.0,5.0
07e997c6-b225-4d53-986a-f314139af535,4.0,2.0
07f0b7f2-4da4-4828-a8d4-aa052183daf6,6.0,2.0
08160270-f26b-469e-aa7d-5b710aa9ff39,4.0,2.0
081c8aa5-b3a1-46a0-a228-1bd6b7425ec1,4.0,6.0
082a57d8-152f-4059-a7f1-680cc2a97931,5.0,0.0
082c45b1-e551-4ead-a9d7-b2c15e0676de,2.0,2.0
082dab8a-eba4-4d57-8eae-2b736bd83cc7,4.0,2.0
082dcccf-9ab9-4a35-8f77-e68ec11a0d93,4.0,2.0
0839b8d7-3070-4b6e-b186-417ad69ab6eb,6.0,2.0
08411837-7d19-467f-b58e-cd1acc5372ba,3.0,5.0
08421e71-19a8-494b-bdd1-f78c68de7791,2.0,2.0
08445e34-e36e-474f-8e22-3c2c8c320cfb,2.0,2.0
08557aa3-678a-417c-aeea-d543c679e3c8,6.0,6.0
085625c5-fca1-47d2-bb53-6477435c2339,2.0,4.0
08856e9e-523e-4980-822a-adb481dcd012,3.0,4.0
088f8b66-105e-423f-af8a-ee8653108f1e,1.0,1.0
089348c6-af5f-45df-a83f-f962bb212d9d,4.0,6.0
089ca70e-8058-4db0-adb4-ce510e4a13b5,1.0,0.0
08a89161-e733-4f17-a7c3-c605a3bfea7c,6.0,2.0
08aed957-f441-42d4-8b5b-65fcb8db3055,8.0,0.0
08b8d735-2415-4ce6-acdc-5889d690847f,1.0,1.0
08c30a54-1e93-45e0-87ae-ccb73a053632,2.0,4.0
08c447ca-44d9-4db8-ac55-3e309375b08f,2.0,0.0
08c4f1e7-7944-44ce-bd0e-159bb755e48f,2.0,4.0
08c8e8f2-1c2f-487b-b948-1461d9677ec8,2.0,4.0
08cde10b-df7b-4c4a-b9af-9081916e1141,4.0,0.0
08e0d563-f267-4675-8080-45be4ad74d9f,3.0,1.0
08ed51ff-310a-438a-9e93-1edb8db98616,1.0,0.0
08f4832a-1bf0-4619-9f15-e14732a63430,3.0,0.0
08f7884d-68ff-443d-888e-2f5fad6f3756,1.0,4.0
09095ea2-4cfc-4856-be92-c4e37a4e985e,2.0,0.0
090e8047-4e02-45de-9e73-1dc7f4b9d7b9,6.0,0.0
09103c1e-3ec5-492b-8e0e-ac1d0a2112a8,2.0,1.0
091c3dbc-312a-488c-9de9-0023f11d6c21,1.0,3.0
091f01af-2edb-4525-a587-70e5782db610,1.0,0.0
09454c6b-aa07-4031-b6d6-fdb6c5e2df4e,1.0,4.0
0949bd58-3d27-4de1-a418-783e80abee31,2.0,2.0
0949d4d6-20b9-44b4-9423-4e9c0a21c5b3,2.0,1.0
094ea4e5-b375-4579-9b55-2662c170915d,3.0,2.0
09525afa-7f78-4dac-a2b9-2c314a674a34,2.0,0.0
09573bbf-31f7-4724-9437-8d377b6ed845,6.0,2.0
097e2dcc-1972-49ba-b423-c6f2d346e14f,4.0,0.0
0985cd23-9af6-4801-9c24-744be1a7b00c,2.0,4.0
0994c72d-a811-4cf7-948d-2d715d9042ac,2.0,0.0
09962a9b-71a7-4128-a96a-eea3f211ddc6,3.0,0.0
099f3292-1c4c-4e68-88fa-c07964c856f0,2.0,4.0
09a17c32-1bd7-4fc4-81bf-d8ffade0ca95,1.0,1.0
09a298ee-6a70-4b2d-bad6-4eef19c89434,4.0,2.0
09b32a8e-0967-41a6-b091-8428cc6d3333,8.0,0.0
09b4c8dc-df04-4c2a-b7d0-9efd60bd2a61,2.0,0.0
09b7bba4-29c6-4400-b28c-4fb43288f55d,1.0,3.0
09de428d-69c3-4085-98ad-7700b7fdfe71,2.0,10.0
09e2592d-f3b0-468e-927d-bdd5bc81e46d,4.0,0.0
09f576b1-fe10-40c6-9c46-86ceb95ddb94,6.0,2.0
0a019060-0aad-4f15-8dbb-404748191942,4.0,0.0
0a096191-0305-470d-a5ba-44c296924876,4.0,1.0
0a0fa9c2-7446-489a-86e9-831600a4703a,8.0,0.0
0a1ea43f-27f7-4e9a-b288-3127ddee0b8a,1.0,2.0
0a32b726-30b1-4988-9f0d-9ed1388b47b7,12.0,0.0
0a599a50-7052-4f68-bed3-154943cced39,10.0,6.0
0a5f07bb-2b80-40f0-96f4-36e2fc763d38,1.0,5.0
0a5f548b-c641-4d57-afc2-bb718f2e76dc,1.0,3.0
0a638566-02d3-4f36-9262-360deea8e4af,8.0,4.0
0a64d582-be3e-4cc2-8639-7dc96955b30c,6.0,0.0
0a7b67c8-71c8-42df-9bae-f62f541bb097,1.0,0.0
0a86b014-ed9c-454b-9020-ec593838759d,2.0,2.0
0a9a39c8-4057-4f9d-8deb-beb49063a52f,5.0,2.0
0aacb4fd-cd10-498b-8e8f-0eb07d96fe35,1.0,0.0
0ab50f01-3a1a-4b4d-a458-35e918b3bd41,10.0,8.0
0ad7a1d5-f726-41d7-bbbf-ab0c7bf85b8a,2.0,3.0
0ae603ef-7aca-4c53-b0a1-1220b6dfdfd6,2.0,2.0
0b00de46-d255-4911-83db-9187ab41ef82,2.0,2.0
0b321b7d-6f0d-4fae-a2ac-424920739e19,2.0,1.0
0b45e19b-50a2-41ab-95f3-6e73d031ba4c,2.0,2.0
0b5046b2-d8a3-46b0-96a0-28a46bf10a94,6.0,4.0
0b653c46-fb2d-4307-a69f-1c5c66915973,10.0,6.0
0b6a19a2-3aee-4eb0-b2a7-c48c1b1e2be6,2.0,4.0
0b6e87c2-b7ab-4185-89aa-bee4755bc001,2.0,0.0
0b7217c3-ef11-440b-832a-d1c805447f10,10.0,10.0
0b8cfa3e-72e3-40ec-b82f-99f405d26895,2.0,0.0
0baa30a6-a4dd-4705-888e-12d599530229,2.0,2.0
0bbe90cd-6376-4f6e-ae0d-5f370c6ae96c,6.0,0.0
0bd239da-3017-4f1c-8b7d-a9bde7f0e414,1.0,1.0
0bd27aad-9941-4eaa-a2ac-687327642580,4.0,2.0
0bd396ea-01e7-435d-a2ca-471f6873d07d,4.0,4.0
0bdd4b52-c5e4-4340-aaa0-c7414ce7d3d2,5.0,2.0
0be97db8-b3ae-4c56-801d-411a9b76b325,3.0,0.0
0bf7cbc8-e4aa-4215-9ce3-c6310ed128d3,6.0,0.0
0bfd3c4b-8051-4ac8-9a95-d982cf8eb298,4.0,4.0
0c117efe-f2f8-41b5-a204-f38b28a9c6ce,2.0,2.0
0c2a8115-f452-4366-8cca-1bb833fbf83f,2.0,3.0
0c2c27fb-003c-48ea-af62-b2750f9eaa9f,6.0,0.0
0c2d64ba-9cd4-4722-a1d3-ed60c3cb6842,3.0,1.0
0c2ed505-51fa-4802-ba6b-42926f5cbc26,4.0,1.0
0c3302a8-b886-4443-9e24-2d03c27774e6,2.0,2.0
0c34e25c-ad45-44ca-87e9-8f8f74d88c74,1.0,1.0
0c355225-9e14-4991-bc58-bd06dcd4e341,3.0,1.0
0c3b0ac0-04b7-4cbf-8fb1-7e65274a2877,6.0,12.0
0c49eb6d-3b42-4065-b804-9dc046a7ff2d,3.0,3.0
0c4d1717-ff47-44f2-82a8-42ec8636d3aa,6.0,6.0
0c57e71a-b11b-4de3-9672-886a78e336f5,4.0,0.0
0c6226c4-bc8b-46c9-990e-1e8e76c4413d,2.0,1.0
0c644785-92ba-4ea0-b09e-9544790f01f2,2.0,2.0
0c8adc42-7961-4896-bad5-62bce3a9ced5,1.0,1.0
0ccc1a7a-cd8b-4aed-bdda-6993d0a342f2,1.0,0.0
0cce3aec-6fc1-46bc-9f29-8438d7de9e6d,3.0,3.0
0ccebe3a-cd3a-4d4f-ad49-5b3e0ffa9fad,2.0,2.0
0ccef94b-b753-43e6-bf13-2f8f3eee9dfc,4.0,2.0
0cd2adb3-dcbb-4b65-9cb6-aaef8f516fa9,5.0,1.0
0cdd2de7-c841-4ce2-84b4-e55e7ab6361b,2.0,4.0
0ceab955-ba85-4154-937b-f857b7ac099e,18.0,4.0
0ceadf41-1123-4544-9e66-223422f1046f,2.0,2.0
0cf0bd98-17e6-4105-a2c4-73194e7f9b7d,2.0,6.0
0d1565a4-f868-4347-bea2-b25d793a9823,3.0,3.0
0d3a819a-1e0d-474a-9c23-17263d5e81a6,2.0,4.0
0d4f4ef4-af77-4e70-80dc-71d381390eb7,2.0,8.0
0d5b5202-dd16-419a-ad64-0b6ca355e7e2,1.0,1.0
0d5be20c-51ee-48b1-8a21-161a7cfd0a2d,4.0,6.0
0d647ade-f2b1-4988-b8cc-fcb1f5db643f,2.0,0.0
0d7206c9-cf88-4bbe-8d85-bfe41a6a763d,2.0,4.0
0d743270-99fb-4025-abd0-99358f156c34,1.0,2.0
0d817656-3d04-4306-8a05-63b0f1b8dda5,4.0,4.0
0d8d6387-0762-4d8b-a4bb-1b5a0655b766,8.0,0.0
0d93ac2c-427a-4e44-8323-58c51ac01832,2.0,4.0
0d93c483-2df8-449e-81e4-2fa9fa46bb3f,1.0,0.0
0da72e3c-ac80-421d-a64d-b725efda8078,1.0,1.0
0db389b7-f997-463b-bb27-94f36ada171b,3.0,4.0
0db44ab8-8d67-45a4-bc05-3242246373a7,2.0,12.0
0db99b28-0658-43ca-bace-c8d5b40b1232,6.0,4.0
0dbc4b47-7131-4e4a-ae58-4295735a04f9,9.0,2.0
0dc14417-8e88-4641-a052-13e98e977cca,8.0,0.0
0dc432bd-2e1d-45e2-912f-97b0bcc5d0c1,2.0,0.0
0ddb8b16-c88e-4b18-ac7c-00b871e4cd1a,2.0,0.0
0deca194-acd2-417f-b151-5846f9087443,8.0,6.0
0df35830-41cd-4452-922b-4687a4d552da,2.0,4.0
0e00389a-fd2b-46f8-bc51-80667ad6ab4f,2.0,2.0
0e0cb1b0-9770-4806-9eea-708084d6ead2,2.0,0.0
0e196933-5466-4c2e-b7b7-6a8067cbd74b,1.0,3.0
0e1b8388-b14f-4700-8492-2ab2e5ab59f5,3.0,0.0
0e202eab-642b-4e7a-b650-bf342c41902f,7.0,2.0
0e2570d5-7492-4699-99c1-22939a93b521,4.0,2.0
0e2f2507-f843-4c29-ba23-913a1c4f99f6,1.0,2.0
0e34928e-e545-4890-b27b-dec06d4fa50c,2.0,0.0
0e384f25-deae-4a91-86f8-6e12c25ae4fa,2.0,6.0
0e5ae4ef-4e6e-4a4b-9375-6335093ae9b1,4.0,10.0
0e67e307-a801-4524-a452-61f8362fd073,1.0,1.0
0e6d3b37-fa0a-49c0-b758-f97d2137f1bb,4.0,0.0
0e730b82-8f20-4bef-a045-351e0e758fb4,4.0,4.0
0e8e6efc-9dfc-49a7-876d-7f34a4035c8f,4.0,6.0
0e976551-67f3-4acb-8e15-75cf6a134ef0,4.0,2.0
0ec91f5f-7251-4436-b277-a6e275da9aea,4.0,0.0
0ed19169-347d-4139-b865-42382338b594,3.0,0.0
0ede8cc8-0eec-4e3a-ba0c-be5250093c4b,4.0,8.0
0ee9710b-0402-4da9-9504-45a0428a4636,2.0,2.0
0ef06e8e-ab06-44b8-a5fc-1d500ef62c89,4.0,8.0
0efbc8d6-6837-4680-b349-3835f7b8e82e,2.0,6.0
0f10b8d2-2b82-4635-9030-d96f2bf7b345,4.0,4.0
0f1637f6-75a3-4ddc-b0c5-fbba7a2dcaab,4.0,11.0
0f1f7a59-7adc-425e-a49e-3971dea68996,5.0,0.0
0f2673de-9daa-45fb-9e9d-3dac5831b88c,2.0,0.0
0f39c5d4-0884-40fb-8f52-c56a6df565a5,2.0,12.0
0f4e428a-f696-4f80-98d9-ca8fde7c8839,1.0,0.0
0f62bfa2-78fa-4f9b-83eb-e0f5c93a601b,3.0,2.0
0f720130-087f-49cd-83dc-c32cd816b4fc,10.0,8.0
0f884e4f-80dd-4b80-b35f-405c9538a6d4,2.0,2.0
0f8d62f6-7a60-4d98-b42f-4963ce3589b3,8.0,6.0
0f95f5cc-b50e-4e54-b8d3-976f8835842d,3.0,0.0
0fa2a7af-8236-4586-8963-c64f051eb0d8,2.0,0.0
0fa8104a-de29-4e17-b2d1-1fa234f8240a,2.0,4.0
0fac15ea-6949-4b97-9a11-caed2171773b,2.0,0.0
0fb7c626-e380-433e-b7e7-c7e8c582e80c,2.0,2.0
0fc04963-f369-4340-ae3e-e2a05a783701,4.0,2.0
0fce7a1b-3f95-4a0b-9690-7eeb03e27839,3.0,2.0
0fdaa90e-2850-49bb-98a5-18baeabe217e,2.0,2.0
0fe564d6-7a6b-45dd-9169-a092b7d7aee4,1.0,0.0
0ff0ab6f-b7c2-432e-8a81-7774470c730a,2.0,2.0
100111fc-fc0a-4ed3-8b5b-798df7f7ddfd,5.0,0.0
1006e4a0-ac1a-4f5a-af98-50d878488483,4.0,6.0
102866a8-cb68-4d65-a561-91a2e09dbfca,3.0,3.0
102d7d12-5d53-4104-ad88-219e421a1380,4.0,6.0
103e68ba-2a1e-40c6-a60e-24bbe9f2327b,4.0,0.0
1050f704-f404-411e-bb00-05b0fbb402ea,2.0,0.0
10633b86-470e-4ef1-b3f0-343e5679c2a2,8.0,2.0
1070005d-58bd-4686-94f2-4314e64a5494,4.0,6.0
10743f56-1bd4-4a65-95b9-350c05e7cf99,6.0,4.0
10779fc3-0255-4dce-ad00-65ddf148c1e2,2.0,6.0
109ee21e-d755-4b7e-b605-9c925fc532f2,3.0,4.0
10a110d1-df59-4108-ba6c-2837a96b4e6e,8.0,4.0
10d1264a-e912-4057-8c29-216f8db4c5a8,2.0,2.0
10e025bd-b666-47b9-94c8-fae30436dfdc,4.0,2.0
10ec081a-67a0-4574-af6d-347dc9338b72,2.0,3.0
110bd7b9-74ae-4db4-a3ef-8568906faf3d,3.0,1.0
1111e63d-38a1-45cb-b0a3-4213c09c8fb4,8.0,10.0
112436d1-d491-44d5-ad40-e66edacf66f1,2.0,0.0
11316910-5046-4bac-9884-66aa1ad19070,4.0,0.0
11355c0e-0368-404d-9b4e-c4a1804e9106,1.0,1.0
114509c4-da0d-413b-a7f5-2b1d41401952,3.0,0.0
116a0e0b-279e-4e9d-8ae4-d1126a3b6810,1.0,0.0
116f2404-08e1-4ca1-80c2-d84cde7348f4,12.0,10.0
117187d0-1615-4a9f-8d35-b04bf6540b8d,5.0,3.0
117daf16-d936-41a2-8860-c5982be08b4f,4.0,2.0
117ed826-9cff-42c1-9f94-25b83f924077,4.0,0.0
118f1485-a644-4f48-a894-d78c9746160c,2.0,1.0
118f2b59-99a5-4578-8fdb-f0b454f86d3b,4.0,0.0
118fc926-4e4d-4b71-a93a-8c76a2e70c3f,2.0,0.0
1191c84c-fe3b-4a54-b762-3ad555a8f4be,2.0,2.0
119cd5a8-b020-41dc-adb6-eeba9e4dab49,2.0,0.0
119d4c35-7564-42be-a6a2-244dc734bd89,5.0,2.0
11ad4ec1-23d5-4994-84d5-dab2bdca1071,2.0,4.0
11c2b48a-cd4f-4c1c-8538-40f739c482ef,4.0,0.0
11dadd20-f44b-40cc-979e-2b39868aa084,4.0,2.0
11e47be3-f269-46d9-9ef9-043511e1212e,2.0,2.0
11fc9594-8018-4060-b27a-7173e8b0ba38,4.0,1.0
11fea0f8-9c32-416e-9c7e-eda77fe6531d,1.0,2.0
1220051b-7236-40dc-9423-193159f091c4,3.0,2.0
1230b56f-82d9-49f1-bc72-40f3d3f19365,1.0,0.0
123f5367-b681-4bf3-bc7b-7f0c1c38721c,2.0,0.0
12401f1c-6431-4da0-99d1-66e11df43a26,1.0,0.0
124c7c97-23bf-4069-9ec3-9b6edb840ab9,4.0,5.0
1254c72a-59f8-4219-aee5-a2b6cd8a2b50,2.0,1.0
126ab46e-906a-45ed-b24e-a659c01497fc,2.0,1.0
12731c9b-497b-4802-b7f3-4def975646b7,1.0,1.0
128bd7d7-001f-4e76-a743-6befb437f093,4.0,2.0
12935f17-754a-4e4d-b2b5-8ac1f416e748,5.0,3.0
1293d4d4-23a3-4026-ac81-029de6d265e5,2.0,4.0
12defaad-8edd-4517-84fd-8a59bcf1bded,4.0,0.0
12f3ee66-52e2-42d8-8ed2-9e79cfb9cad5,2.0,4.0
12f9ea41-1f85-46ca-85ac-07f4b972fbbe,2.0,0.0
13036c55-c0fc-4631-8479-f80b99f5eb00,2.0,5.0
13052cd3-b562-4fe8-a109-6454f1c8c4c7,1.0,2.0
130c2027-eff5-47eb-9946-74edb43b8dd2,4.0,7.0
130f606f-e3f3-49b1-bd1e-793caf840e69,2.0,2.0
131798e8-0dee-472b-96e5-fdee863a0bbd,1.0,2.0
13185540-f4ec-45a6-b8d7-0e37191d2713,4.0,2.0
1324da76-dc1a-41bc-b333-d6577137074d,4.0,4.0
132ca9c5-6851-4dc2-9a4a-a42d00979a7f,1.0,0.0
132e418a-86de-4339-ba21-f89c5ed238a9,2.0,6.0
1334c5cb-0058-487f-a9b1-d423d92f8d52,4.0,2.0
134388b2-c8dc-42d2-9fe4-e616f3c8605f,1.0,0.0
1360666c-c6b5-47f6-a523-9699bc1a1db8,1.0,2.0
13634a93-4bfe-42a1-9f9a-d11ee5e84330,4.0,0.0
